,CAGR01 Calcite.,F1CC06B Magnesite.,HS433 Halite.,LAZE03 Prehnite.,bkr1jb329c Siliceous-sinter.,GDS26 Epidote.,GDS1 Analcime.,NBPP22 Clinopyroxene.,LAPP47B Orthopyroxene.,LAPO05 Fayalite.,LASC02 Forsterite.,GDS27 Hematite.,NCLS04 Plagioclase.,LACL14 Chlorite.,LAKA04 Kaolinite.,LAIL02 Illite.,GDS106 Margarite.,c1cy29 Vermiculite.,LALZ01 Serpentine.,LAMO02 Montmorillonite.,NCJB26 Nontronite.,LASA58 Saponite.,GDS23 Talc.,F1CC08B Alunite.,GDS145 Bassanite.,LASF41A Gypsum.,LASF21A Jarosite.,F1CC15 Kieserite.,799F366 Mg-sulphate.
1355.4077275,0.8864030183511994,0.8880607268742339,0.903566450214969,0.7358156543284762,0.5123228429441795,0.41773273400918004,0.7738770474548964,0.3526285134370151,0.5875568948583244,0.22771465384105893,0.36521411349431737,0.8191397988491024,0.291393235155672,0.3775318441956086,0.880196358193425,0.5345336667822461,0.493503983819421,0.7382872501829959,0.47824872225655063,0.6137712600903932,0.503370038137639,0.8432848480788184,0.6323795747653016,0.8307413199494817,0.8355529880954602,0.867701506594488,0.8250489599771833,0.7160796147528036,0.8659214496607676
1361.07904029,0.8856970406515413,0.8862228157873508,0.9035551337076377,0.7353374307442555,0.5068844790253524,0.4192787135773519,0.766871138588375,0.354827020907997,0.5832318222457363,0.2292577759207581,0.3710639911313242,0.8194859334973957,0.2920778563827031,0.3787679870891874,0.8729666803871414,0.5366746088471883,0.4945083752514037,0.7307328470689102,0.47726791994241297,0.6115790980721582,0.5022128881599927,0.8348672361884277,0.628907965999076,0.8314227486755569,0.8325234772326228,0.8619304664503135,0.8290383039810482,0.7101583732703798,0.863211730631867
1366.77987583,0.8858117781260484,0.8840255674384896,0.9034816503538663,0.7346650665513262,0.49912666457044724,0.4205623960124589,0.7606549005748987,0.35732463654667257,0.5787095669912746,0.23106341851057924,0.37733408815322345,0.8192181244644212,0.29290548607550376,0.3798282508785188,0.8663502323968081,0.5387601401325812,0.49507117112901,0.7219957473620893,0.4760330567432296,0.6083977772520612,0.5000376491334675,0.8240828215172976,0.6234118509649554,0.8328737071625252,0.827261160140172,0.8564239497131627,0.8329316941019209,0.7041555549615834,0.8603961596307041
1372.46681289,0.8862114858064096,0.8817413444531749,0.9032805793167955,0.7343221970121067,0.4899830670439713,0.4214654573919914,0.7535819450793465,0.3598333011477734,0.5738385182988921,0.23291697627295038,0.38375610054809284,0.8181677413016144,0.29387524992643665,0.38058502156366175,0.8563230881863843,0.5403964260015682,0.4946245369985077,0.7038329026965251,0.47308445188676873,0.6052360634115803,0.4973144202062855,0.8074947834596555,0.6129182163547193,0.8323841704729201,0.8188076198940474,0.8515160074547424,0.8365642025871578,0.6980146063267597,0.8570702464158594
1378.13342967,0.8865169645070372,0.8787586334876187,0.9033431073706226,0.7342719243189497,0.47993631502491796,0.42202883148292275,0.7432768277458349,0.36222481457220634,0.5687002458150298,0.23480960175164295,0.3901282176159636,0.8159498315013735,0.2948061507528799,0.3803865757170694,0.8409624027889201,0.5415091187392083,0.49332596343948243,0.6693492581460743,0.4648400306384175,0.60103185690054,0.4938486784705636,0.7802750501359137,0.5900346828622478,0.8292357198696731,0.8068006138856468,0.8467921810590311,0.8397969653808265,0.6910467420160955,0.853036491557227
1383.78010777,0.8865286760249603,0.8742468777366071,0.9030174805126563,0.7336525546444423,0.4683536777519829,0.42278333625910697,0.728292180184296,0.3645456452378092,0.5630071736441818,0.23686309428632987,0.3965274199768242,0.8142517300024807,0.2955984599067528,0.3776294522105686,0.8229267103274341,0.5427336130149811,0.4907002746937748,0.6371576550019795,0.45284793690798786,0.5934452000460911,0.48813015181551467,0.7358696982507743,0.5446680731384584,0.8236691275004082,0.7907253177417514,0.8424747112693557,0.8435909323441143,0.6824615712718369,0.8480567864753596
1389.40721715,0.8865171797354943,0.8698770044459017,0.9018457084397448,0.7332313284386044,0.4551378371755239,0.42407968150808684,0.7087924246470468,0.36690107608935985,0.5556310032384886,0.23867024661350053,0.40286474963834806,0.8139867370167974,0.29649877450651363,0.3734064537386888,0.8050628641363794,0.5425542849600703,0.48491867080455375,0.6225958955494227,0.44563244182342204,0.5840572174826347,0.4797196916849116,0.6876685528998192,0.48959808081387673,0.8159924815073143,0.7732901685129185,0.8384269039534038,0.8468372640884083,0.6721954909356213,0.8419287935383226
1395.0151167,0.8866025130655113,0.8661799399197074,0.9010464068761267,0.7332418529884207,0.4408348327262273,0.42543218835396407,0.6841453979078981,0.36914804570834064,0.5481615181069501,0.2402268608458528,0.4091760352685719,0.8140767839664032,0.2973300132748584,0.3742060496866119,0.792217438228358,0.5404999651314064,0.4737808541319993,0.6267380503423412,0.44612828065505694,0.5737390047476254,0.46881891481218124,0.6749938749062965,0.480374162187742,0.8058140631385047,0.7582347938320634,0.8327695635425384,0.8488972866969628,0.6601036276214559,0.8339628229186282
1400.60415467,0.8868795091392625,0.8620440683031335,0.9000056912300936,0.7324112158361048,0.42706268855972257,0.426971815708582,0.6527987057527966,0.371376761444078,0.5431401049618281,0.24193717119613245,0.415851579578387,0.8140724143867301,0.29824574470835036,0.37871567695909064,0.7887510598305966,0.5382014674157244,0.4547781445204212,0.6415188062859815,0.4534917474996892,0.5617928233863434,0.45599094132094853,0.6778280849428223,0.5264382455687924,0.7915670376912073,0.7448962961707489,0.8240906534785568,0.8509378842658221,0.6456786374117881,0.8242701013154695
1406.19775036,0.8874614234526562,0.857285167542616,0.8993121873874078,0.7314792609450657,0.4165994180015793,0.4287492320706149,0.612549269204098,0.3737397932094088,0.5394220463502578,0.2441339671076291,0.42312877002865346,0.8135453062527548,0.299219829773654,0.38243467270740034,0.7881307554180896,0.5364719525125708,0.43402384806608957,0.6539356090387445,0.4623098226039467,0.5503398840103609,0.4436696775400228,0.6717273406079103,0.5691294754143007,0.7718193360374491,0.7291942377456617,0.8123852318843255,0.8535968284811571,0.6290940947156036,0.8129859322879394
1411.81328293,0.8875397326433311,0.85319871317991,0.8993758771857212,0.730611403211554,0.41104678944416695,0.42993186278271395,0.5663447762206879,0.3761266845836851,0.5351027705088484,0.246522402373953,0.43045249925973766,0.813675848213613,0.3003102611909482,0.38493997484435727,0.7816448812455218,0.5356106479800861,0.4281080926086836,0.6617763950218456,0.4699812344398421,0.5437830618777771,0.43422967901461906,0.6646422236793379,0.5902040585971603,0.744524945661991,0.7100916808754356,0.7976708662424599,0.8559618013218725,0.611131779960182,0.8004539809732978
1417.45083527,0.888019311393365,0.8499867088768063,0.8990277329330267,0.7293334261844501,0.4095959907145964,0.43081363205636386,0.5255539616479941,0.3783117786701403,0.529827619674692,0.24890476506885723,0.4376530689529396,0.8144248919623948,0.30134559183473086,0.38718373254924526,0.7906444488045471,0.5367800032221051,0.4433053518828449,0.6651340897998084,0.4759334629049747,0.5452381998554007,0.4287328038306585,0.6643913221616063,0.5998167957328437,0.7044312750940638,0.6909152101305168,0.7802386041034605,0.8572851190390849,0.5932088031046412,0.7881962870592049
1423.11049053,0.8888248110646053,0.8468602373420232,0.8985381765978986,0.7280920526524837,0.41056687885997656,0.43165776779704207,0.5052348206997325,0.3803440749871326,0.5245597265912681,0.2512758083494441,0.4448886995562612,0.8153170131681164,0.30236841162419564,0.3890634589317026,0.8271100997991848,0.5408560952672051,0.4658882023251785,0.666439977852079,0.4804329269776883,0.5538455976066758,0.42645310963846184,0.6713013650713151,0.6054639335170842,0.6546048718963657,0.6765207647411814,0.7615358487453431,0.8582542325761237,0.5764036533013607,0.7773542717507076
1428.79233216,0.8894015229943506,0.8440594552478107,0.8980649675513851,0.7263858569302305,0.4124986826006209,0.4325160368657963,0.5118900128514312,0.38233778971689464,0.5188956409063126,0.25375974772086224,0.4523685978915706,0.8155733742291443,0.3034058443441503,0.39041711216179775,0.8587274012355691,0.5461866494316829,0.48284718879255323,0.6676258165909735,0.48392364052883996,0.5642743932260378,0.42624920391644366,0.6819176786656825,0.6099032834364561,0.631532698520793,0.6709496552527597,0.7430408426830646,0.858783269531848,0.5614416745336593,0.7684398618146414
1434.4964439,0.889695236607897,0.8414398451124409,0.8971668596723051,0.724606337826442,0.4147674999088647,0.4333409768802323,0.5382951536074996,0.3844099819580358,0.5128238640105733,0.25637447075545117,0.4599473521483484,0.8156695817781794,0.3044644696660674,0.3917593079309994,0.8788629755345548,0.551726448564932,0.4932930145592631,0.6690292320894229,0.4869522369584855,0.5734785315701406,0.42908321969190544,0.6930232092711528,0.6137166982863104,0.6427902203821916,0.674898812045638,0.7228924743029712,0.8585941861339215,0.5481896420763044,0.7624420280702406
1440.21938683,0.889770000380768,0.8387090098229688,0.8962490147519978,0.7233899262601282,0.41686627649172625,0.43424002330639144,0.5721332728663335,0.3863965723958246,0.5062831121298361,0.2590252616698755,0.4675801752029937,0.8165136929757651,0.305424216063167,0.39328639413614014,0.8911512319847661,0.5562504968177153,0.500207262132246,0.670622939975523,0.48969721700519103,0.5808893753539562,0.43659278489998526,0.7029934084748394,0.6176310834652228,0.6592557081493416,0.6852592107136113,0.7006174367843772,0.8572953180934081,0.5364579711668627,0.7591485494952914
1445.9515979,0.8899624520116354,0.83619891459643,0.8957534874155147,0.7219164545354297,0.4186305222543728,0.43482514356344937,0.6038748751900166,0.3883602454099948,0.4995116349415339,0.26178762136759015,0.4749935094994966,0.8171786930870274,0.3064505202250147,0.3951095745399412,0.8981493519162284,0.5596785432976674,0.5055118787165638,0.6722261139269781,0.4921622575174226,0.5859903196633988,0.44703401209047755,0.711065817464961,0.6218204863999676,0.6603139598892602,0.6984604169972074,0.6840399108826865,0.8546610874919898,0.5257010314803,0.7586751619240144
1451.69304835,0.8901052872965647,0.8338694818120966,0.8957537310118405,0.7192297573596411,0.4199292604018952,0.4353902706268667,0.6275100508966047,0.39036357915951014,0.49268940149845714,0.26453512529751944,0.48240120954311627,0.8173562690986099,0.3074979350727691,0.3972719029036482,0.9028953453707608,0.5629199584020658,0.5093771709592695,0.673885448236376,0.494205529005766,0.5888790002379225,0.4555911815931137,0.7169714654759636,0.625680423014032,0.6487356203108495,0.712604650578707,0.6828495447443375,0.8495380379072972,0.5160357579720697,0.7600374939676512
1457.44370948,0.8902706940029774,0.8319461134339858,0.8956679939651835,0.7151546190806951,0.4210821749525108,0.43595989854762146,0.6402968012208379,0.3922570326056818,0.4859103447280991,0.26736686632274853,0.48976727115451874,0.818186371914906,0.30849477423670957,0.3995548641337011,0.9070042436617579,0.5657997142940242,0.5123280542386739,0.6755212441360042,0.4960351922204163,0.5906438230920381,0.46093734613890125,0.7209352102357272,0.6286138516553562,0.6335076481999629,0.7249110805544713,0.6923669533235107,0.8411974563156992,0.5075142788660145,0.7621267232180736
1463.20355265,0.8904054939004631,0.8300651857952661,0.8959546553960062,0.7087886225250541,0.42289544068057905,0.4364711484493376,0.6446745328738686,0.3940675490318766,0.4787682035379936,0.27030012313229995,0.4974449221068676,0.819569125127795,0.30944827463831165,0.4015978306683483,0.910165392701857,0.5683876143510456,0.5146399589610774,0.6770358643395846,0.4975678409512064,0.5927781069593084,0.4644930191488293,0.7251417622899782,0.6308675522277389,0.6184580943281254,0.7328887458167788,0.7019800407901637,0.8292872217466192,0.4996631664785069,0.7645502430434394
1468.97254925,0.8908131783831343,0.8284738759060152,0.8967657926993533,0.6983636032077598,0.42577435496482113,0.43671004295630683,0.6535492207164618,0.3958178481775955,0.47161958441736374,0.27314815533990877,0.5052410591360668,0.8205474942292355,0.3104070080611547,0.40366641183355473,0.9128604635495094,0.5709209925550396,0.5169730187782676,0.6788364363304966,0.4988520386226578,0.5954875767676265,0.4680775519684372,0.7318323392398564,0.6330838791608124,0.5958475482537738,0.7358519118755161,0.7083558624271222,0.8158646516966008,0.4927139441422881,0.7670798085798911
1474.75040717,0.8914039803183282,0.8269302607690396,0.8973829648191076,0.6852188919020622,0.4296246097255586,0.4365115813439277,0.6753874364990987,0.39756262091805344,0.46472978813618404,0.27613175130721024,0.5131135742558766,0.8215032017339854,0.31137920172985756,0.4054717571836523,0.91535952454875,0.5736226014190591,0.5193651105823225,0.6808990747304017,0.5000837224126903,0.5993186026900635,0.47209901117033676,0.7411574123204928,0.6355192244119108,0.5683680518913932,0.7375940450709589,0.7123132407867847,0.805008226137237,0.4869573162619405,0.7700386503498257
1480.53455271,0.8914878017126107,0.8255037881204517,0.8981617221044914,0.6796296691929331,0.43371707850956503,0.4358834538724021,0.7026933010427064,0.3993177002293636,0.45754526444390203,0.27913225035861977,0.5209906526485703,0.822756058521808,0.31245061567029475,0.4073032576549326,0.9176996949425444,0.5760530224332404,0.5214901977129944,0.6832816336726192,0.5016967041900106,0.6029863206254624,0.4760863571562976,0.7517257400810995,0.638078794773667,0.5737474603041878,0.74368230253123,0.7136535975370177,0.8029200510609721,0.4822787854008574,0.7738251879769953
1486.32495713,0.8914356975173436,0.8241217637209168,0.8995319116195148,0.6883803615976508,0.43774481661184605,0.43525445584844125,0.727667840623107,0.40091560620833233,0.45039197297322736,0.28217471890276746,0.5287649811105777,0.8242292464721477,0.3135615886396461,0.40886725215937303,0.9192704947455067,0.5782697301624896,0.523283604618246,0.6857385734750272,0.5032979291688283,0.6061079908921844,0.47975464827704956,0.7614780694362127,0.6404631817907727,0.6187047475379089,0.7537228030608254,0.7127546938474938,0.8132155882780218,0.4782378826610779,0.7778849466459054
1492.12159183,0.8919548111915956,0.8227447696820971,0.9004333029912721,0.7032778129136922,0.44155414070246474,0.4341670719776516,0.7489103617565981,0.4025702192980995,0.4432643461474,0.2854094791101802,0.5364371029037219,0.8253058277243007,0.31459177865639215,0.41033302639194125,0.9206634207768631,0.5804854330381084,0.5247780686842485,0.6880936025673692,0.5045695315358394,0.6088752031080263,0.482994731591767,0.7701994760143643,0.6422056024170765,0.6586683347276588,0.7635878101859807,0.7133697543266624,0.8277035032253164,0.47412119433934696,0.7823774203608005
1497.92442836,0.8922912508878914,0.8218581417770146,0.9006670863385601,0.7143704345319523,0.445202890017355,0.43227800177553805,0.7663338457563688,0.4043024127658669,0.4361384413287048,0.288784428829393,0.5438643869693431,0.8254408884197061,0.3155158478219695,0.41163305062881983,0.9213230242097951,0.582772671532927,0.52581656836188,0.6904583358946274,0.5058296915556546,0.6111948511591627,0.4858179982972198,0.7780049203524918,0.6436792418841891,0.6839792194416907,0.7729303030098262,0.7196289430922598,0.8370515488971034,0.46980928710848635,0.7868542737128847
1503.73343845,0.8925563345078473,0.8208091530899555,0.9011176419665841,0.7206502164241306,0.4485778380050986,0.4299253819119071,0.7803304723058582,0.406104216153166,0.4288498779440288,0.29220073560818677,0.5510943472680359,0.8252539899447026,0.31645401198505213,0.41271535788715097,0.9227073736722665,0.5850279217486988,0.5265253597821096,0.6930759221882197,0.5069969911536589,0.6133798129890152,0.48844491148971814,0.7849301058983646,0.6448853889667374,0.7040591840142836,0.7818031229762906,0.7303961205292593,0.8416753468488862,0.4651412724741912,0.7910817459551452
1509.54899004,0.892726308513134,0.8199145361838971,0.9016834343438423,0.7245271549756337,0.45168743373148906,0.427341257524998,0.7918730640667466,0.4076626328555557,0.4216036862538083,0.29552351270565397,0.5582248247302152,0.8255725911427859,0.3173927091770475,0.4138329886055982,0.9245531403733966,0.5871984559710625,0.5275391258241962,0.6958114413833425,0.5081427222058704,0.6155557156575687,0.49080123332040754,0.7911367543622952,0.645833953488123,0.72288517873305,0.7892520361935639,0.7401131877553818,0.8440540131729884,0.45998672129200047,0.7950681747630786
1515.38336105,0.8926917081503911,0.8192730835924612,0.9019285247947576,0.7272060824912926,0.4545364678323022,0.4247172118843118,0.8020467454406844,0.4092066396961129,0.4144540647634499,0.29898049051348013,0.5654443102836355,0.8265910466288088,0.3183207255671974,0.4151505827514011,0.9257498374288557,0.5892859821523423,0.528266317329171,0.6987936915449702,0.5092905396581269,0.6171142554342867,0.49298953853119337,0.7969174719588126,0.6466291761116811,0.7379703167638885,0.7947662953440747,0.746251416730776,0.8446230298398215,0.454507500402868,0.7986470009446635
1521.23658861,0.8929210543624351,0.8189795246130429,0.9019923114308245,0.7293590450992626,0.45716551518278886,0.4219761902803663,0.8115980030300939,0.41067975008285357,0.4072507009352408,0.30252954499914314,0.572490738114006,0.8275763995235044,0.31917407198740194,0.4163573596896989,0.926576907650117,0.5911752147666993,0.5288856785236807,0.7017202029853008,0.5102167516702836,0.6186855325810375,0.4948742517296589,0.802287496488017,0.647162259546843,0.7485960441037077,0.7984606530115349,0.748686828619801,0.8440982896651429,0.44862934547144423,0.8017755750129343
1527.10870977,0.8930397070811513,0.8187207714696231,0.9028661200037912,0.7308372965132965,0.45953301328364193,0.41898230097666495,0.820068024448471,0.41204463767987415,0.400120823239282,0.30590053538710155,0.5794672651510212,0.8282910991879746,0.320172349621226,0.4174752274074854,0.927368057370857,0.592701022780744,0.5292225518926357,0.7045678196846266,0.5109792897366281,0.6202860564455083,0.4965912844122687,0.8072496971019972,0.6468787955130274,0.7556724678420862,0.8005612444455381,0.7488701956745267,0.8434154042659084,0.44243742931668933,0.8044686532243144
1532.99976154,0.8932391589468194,0.8184875071573409,0.9041764136927057,0.7318716907990219,0.4616180076217084,0.4160656993545145,0.8272106312327833,0.41324656773032215,0.3930609974166194,0.30941824112933447,0.5865440689859284,0.8288109041985778,0.32091728501202343,0.4187070175683678,0.9282854132791103,0.594678481292597,0.5295923041048759,0.7072136264713959,0.5117732080953081,0.6216077877999278,0.49812044040257614,0.8119945503974775,0.6462207974728094,0.7606628271188293,0.8020252267069823,0.7484195373259612,0.8426458740380589,0.43609266125787066,0.8069532652726574
1538.90978084,0.8935649783681516,0.8184682013763703,0.9050440079378294,0.7324221371092383,0.46353381758315554,0.4140106256407572,0.8331592523166236,0.4145654229905786,0.3859686090172813,0.31291789415974636,0.5933728010019222,0.8298395465185106,0.3217012428895628,0.4199466240797505,0.9293576836243003,0.5971102090700983,0.5304829227049194,0.7093519952366163,0.5125854148964054,0.6229905001408108,0.4996762335998255,0.816614029372975,0.6467926951919953,0.7649000410703182,0.8038212141302714,0.7500997051231862,0.8422377553592734,0.4299025422633303,0.8091513602411293
1544.8387776,0.8936055561291588,0.8186328534129833,0.9053167214782696,0.7329116406130793,0.4652816972926811,0.41479658818269843,0.8386030761448822,0.4157747106573951,0.37905798673137064,0.31639808425177357,0.6001122855576138,0.8306799033046242,0.32257073509894535,0.42135286554647045,0.9303554442047135,0.5990714292799092,0.5320432764350952,0.710936103977668,0.5134596692407157,0.6242214566218546,0.5009847080517011,0.82101976621683,0.6486093115857235,0.7680108892873895,0.8074718072567563,0.7558926373804854,0.8424745953218026,0.42483245453227403,0.8110185532631117
1550.78660554,0.8936937157649336,0.8192234235452172,0.9055902603826175,0.7336358319810868,0.4668135503671115,0.4186537067465169,0.8438867181266276,0.416973926359318,0.372204344955253,0.31984485773279947,0.6066049638299175,0.8311351941281268,0.3232439720502554,0.42283054401533654,0.930932928017455,0.6007456364316914,0.533921769166102,0.7122429196217657,0.5144516428095016,0.624594930758192,0.5021518985414196,0.8248634353362482,0.6511121877494944,0.7700027402385675,0.8125557343891437,0.765919599153183,0.8433768413720365,0.422126637716749,0.8128182308518519
1556.75329898,0.8938137322442906,0.8198267868633438,0.9060915782881618,0.7342382296562953,0.46815829785616586,0.4244122575812926,0.8482614069784361,0.41798280420405143,0.36537469827269164,0.32313322244250664,0.6130896320481909,0.8316119681418619,0.3238409972963182,0.42425439861883724,0.9310083510198028,0.6024455894820399,0.5357777796419115,0.7128090060844342,0.515382554096727,0.625281762443174,0.5033787595191749,0.8283295546606023,0.652996275502856,0.771427892173747,0.8179873004999855,0.7776335343922098,0.8450796090936489,0.4215923617750945,0.8143701202309559
1562.73889214,0.894046880252963,0.8204564603096948,0.9067053809788094,0.7347327205103229,0.4693215842663819,0.43059503431651835,0.8519661482544297,0.4191247099433182,0.35856844382256997,0.3263256559767414,0.6193708890386896,0.8322531011419201,0.32452036166565534,0.4256517116237822,0.9313939475169547,0.6040915632734153,0.5373678863535167,0.7130507193196782,0.5163872974824738,0.6261958699363505,0.5046167595179588,0.8319083232207968,0.6543981047037147,0.7722224553202721,0.8227364761671464,0.788731324997162,0.8477644721251207,0.4216530426446734,0.8159208564084294
1568.7434192,0.8941512788979626,0.8210501899369255,0.9065743012182745,0.7351233157152168,0.47034010341200405,0.4363679282981791,0.8551297174256512,0.42029811737498446,0.3519538067938609,0.3293600645608609,0.6254062194320735,0.8321977611115474,0.32512333266698057,0.4271291362614366,0.9320548139479156,0.6056418389029942,0.5386938885675212,0.7133919327776637,0.5173521575566357,0.6275859005493523,0.5058002823795772,0.8350559659739717,0.6553768680416745,0.7723434069546629,0.8272161990861912,0.79814641391427,0.8509227158619871,0.42136158629700987,0.8172041023904245
1574.76691423,0.8940970383788629,0.8219339829723817,0.9060839083138342,0.7353658785538636,0.47113488605495407,0.4416890498033827,0.8582680772934255,0.42135378989919986,0.3452210313924904,0.3326481143829869,0.6314614935457473,0.8321067354075965,0.32559443681754063,0.4285977402081505,0.9326662532078653,0.6074301825306558,0.5403592194779846,0.7139798120356234,0.5181881844934196,0.6289211918100677,0.5068914270652628,0.8375096608540388,0.6563332292468728,0.7721229271919278,0.8308925070623033,0.8061456720012449,0.8539377120693261,0.4203754387586591,0.8184068554818353
1580.80672696,0.8940681397655705,0.8224582404962792,0.9062315783169453,0.7356391511132416,0.471726537514335,0.44690099004947587,0.8617013108525475,0.4223567963708464,0.33865008168800115,0.33592512790876305,0.6373699775395723,0.8323570028876526,0.3261593989255268,0.4302499060216735,0.9329397738191934,0.6093841046653011,0.5422311161411713,0.7145906978406856,0.5188377045564647,0.629350803884607,0.5078948289203168,0.839873022314176,0.6572794022863382,0.7715074280992044,0.8338185672477336,0.8133925308388786,0.8567579798667952,0.41877870690892466,0.8194397081952849
1586.85843732,0.8942477347999009,0.8228968659474732,0.9069024306655533,0.7356420963382961,0.4722266652717387,0.451827718314649,0.8648950050668159,0.4233265710751703,0.33225407019135866,0.3392350529050755,0.642918508933894,0.8326945512575675,0.3266849986495548,0.4319688538366885,0.9329757581746801,0.6112126647557814,0.5440948432482063,0.7150359881930864,0.5194894469102573,0.6301665035035299,0.5087361555782034,0.8422856957430107,0.6580361537511232,0.7707913988928317,0.8361235523774208,0.8204001150320034,0.8594000220624545,0.416617857043074,0.8205626396210723
1592.92202448,0.8947275717323642,0.8232622063089542,0.9068826145905565,0.7358872283159313,0.4726591236224371,0.4565960383564043,0.8673716143601732,0.4241355108237239,0.32604852969282666,0.3425901333090668,0.6481115303851231,0.8328238578734,0.3271984265359719,0.43346466100353914,0.9331036799721766,0.6126839410617264,0.5458897966147536,0.7154565361831875,0.5200309413595562,0.6310781971988225,0.5095972718892582,0.8446692775873321,0.6586188644718931,0.7702260330519082,0.8383735092810225,0.8266738659601871,0.8620919634621944,0.4141326335186487,0.8214568872326268
1598.99746754,0.8956619998610009,0.8234969861515221,0.906428642921575,0.7356218570328147,0.47289854333665204,0.46093594943168886,0.8688432863419508,0.4249528437103047,0.3197975853097872,0.3458423096831772,0.6532940768627329,0.8326253601469152,0.32784959175891176,0.43508319563426523,0.9334566820821759,0.6141799319123847,0.5474650072605943,0.7157582058235211,0.5207563802762214,0.6322435251558721,0.5104680859063364,0.8466262900572432,0.6594174116058259,0.7692649710613083,0.8410099861529382,0.8331090589421958,0.8646410299950913,0.41176461598844577,0.822435278614952
1605.08474557,0.8958776618717514,0.8239604389139213,0.9058773852412643,0.7355365247916471,0.4731389565024002,0.46498364588702246,0.8702225698027871,0.4256622891734984,0.31351884471282393,0.3489885584537143,0.6584743213980135,0.832856419154267,0.32856464481304504,0.4365238893977144,0.933766583678961,0.6156465456631636,0.5488131971481292,0.7158519888975574,0.5214776068586205,0.6330577222702514,0.5111997604795568,0.8481793270921879,0.660406921317905,0.7677202693625882,0.8435313665297873,0.8393930371377977,0.8667111992944605,0.4095388396334626,0.8232532356173164
1611.18383758,0.8958759553587754,0.8241828840764807,0.9059762425847565,0.7358283660743415,0.4731682916017659,0.46888275676848223,0.8721235482366083,0.42643337836860756,0.3075307150173785,0.35212884630947083,0.663410204160217,0.8331571985595134,0.32916690068711163,0.43790648353811523,0.9336232505747711,0.6175410889339746,0.5505540709429194,0.7157806027899447,0.5223738501363533,0.633579031574391,0.5118474045015475,0.8493457586667127,0.6611899899764407,0.766943228636677,0.845050008318872,0.8455557919118988,0.8687247694348905,0.40781012003837225,0.824109209256969
1617.31109985,0.8957002673140623,0.8242982338785457,0.9066760846599691,0.7361327877925609,0.47310155564089107,0.4723972289838111,0.8739672615950932,0.4268454069905034,0.30185488550216477,0.3553690695351008,0.6680060095102333,0.8333703759092528,0.329603685509363,0.4392549342424746,0.9330410460651405,0.6189728513287113,0.5523145151373712,0.7157311872249151,0.5229602402959252,0.6337519043357506,0.512587173816218,0.8506661147691101,0.6618000056515825,0.7663531389101641,0.8464971571253418,0.8513032533647831,0.8702847395451131,0.40680974418419114,0.8248370488834789
1623.47024896,0.8958652477324287,0.8242892087224488,0.9070926845678797,0.7359914761407338,0.4729718466911877,0.47584424265679703,0.8753472151712803,0.4270828887067775,0.2962102077216069,0.35857158635766245,0.6721859547151627,0.8328792355163597,0.32983378678203773,0.44066976655988077,0.932457905897402,0.620247982014268,0.5539909412677663,0.7152588065305987,0.5233593599066265,0.633663983691604,0.5131107714125357,0.8519824828874283,0.6624398165687538,0.7655334422463715,0.8478923076379052,0.8561025657415884,0.8715801146803881,0.4064620078707684,0.8254778290100425
1629.66154068,0.8960166226207728,0.8241086820092021,0.9070376261166647,0.7361088892471389,0.47275831512563204,0.4794674327717424,0.8761172027828801,0.42725455613660634,0.29085288285452104,0.36165455536791036,0.6764523380845362,0.8325974598790509,0.33007313186684045,0.4420355613385462,0.9318182657823753,0.6216598068629982,0.5555408772873064,0.7147745178944142,0.5239839685959226,0.6336348727170682,0.5136552254959164,0.853019359222831,0.6629761157762285,0.7645299727126023,0.8491208711352618,0.8606862534925511,0.872603163727296,0.40672198504330664,0.8261168223615017
1635.88523392,0.8965581957490837,0.8235289088034421,0.9065554159758777,0.7362225760180419,0.4724609540876181,0.483090220236589,0.8764491002938893,0.4276037130329078,0.28570383921436027,0.3647647692706779,0.680659850467177,0.8327206340572565,0.33023291643452524,0.4435407673910345,0.9314748073817144,0.6234275684972549,0.5567118378579412,0.7146884368748739,0.5246709255339638,0.6340968124255315,0.5142816817393525,0.8542922709611762,0.6634390889278072,0.763297256695291,0.8499149704432427,0.865097631876276,0.8735931296132075,0.4077708892213309,0.8265077775910818
1642.14159076,0.8969957575520199,0.8226769687337996,0.9058074753286831,0.7363333312898241,0.4719483686885341,0.4866786787648175,0.8764135074242272,0.4281118636438134,0.28072007378068203,0.36780369421672154,0.6844368527584317,0.8327614066159416,0.33047676854027624,0.44504760847357333,0.9313443835708503,0.6249536700059033,0.5577841891555133,0.7144160295488956,0.5253145322699765,0.6346260833951274,0.5149344552282786,0.8551810352162404,0.6639703803346312,0.7620885556268501,0.8501228941577381,0.8687684856156745,0.874575411351667,0.40946635885683913,0.8268411487338828
1648.57498892,0.8971699745314917,0.8221059104046036,0.9056385803687399,0.7362988163606106,0.47133889863018974,0.4904124148063958,0.8760596571242608,0.4283777233832118,0.27590202684594656,0.37082263874370136,0.6883113278015156,0.8328192514780085,0.33074435361830135,0.4464537541332995,0.9310460667894953,0.626115475639757,0.5590918124303916,0.7142850075312147,0.5259458683509272,0.6350301556400114,0.5154213733976756,0.8555345045749686,0.6646253529884002,0.7601596489348065,0.849905285278706,0.8716448227129593,0.8749588482607936,0.41091798182983535,0.827195389374925
