,10_Otago_00001 10_otago,10_Otago_00002 10_otago,10_Otago_00003 10_otago,10_Otago_00004 10_otago,11_Iceland_00001 11_iceland,11_Iceland_00002 11_iceland,11_Iceland_00003 11_iceland,11_Iceland_00004 11_iceland,15_Oxia_Sophia_00001 15_oxia_sophia,15_Oxia_Sophia_00002 15_oxia_sophia,15_Oxia_Sophia_00003 15_oxia_sophia,15_Oxia_Sophia_00004 15_oxia_sophia,2_Atacama_Red_00001 2_atacama_red,2_Atacama_Red_00002 2_atacama_red,2_Atacama_Red_00003 2_atacama_red,2_Atacama_Red_00004 2_atacama_red,3_Sabtha_00001 3_sabtha,3_Sabtha_00002 3_sabtha,3_Sabtha_00003 3_sabtha,3_Sabtha_00004 3_sabtha,4_Watchet_Bay_00001 4_watchet_bay,4_Watchet_Bay_00002 4_watchet_bay,4_Watchet_Bay_00003 4_watchet_bay,4_Watchet_Bay_00004 4_watchet_bay,4_Watchet_Bay_00005 4_watchet_bay,4_Watchet_Bay_00006 4_watchet_bay,5_Granby_00001 5_granby,5_Granby_00002 5_granby,5_Granby_00003 5_granby,5_Granby_00004 5_granby,6_Hydrothermal_Clay_00001 6_hydrothermal_clay,6_Hydrothermal_Clay_00002 6_hydrothermal_clay,6_Hydrothermal_Clay_00003 6_hydrothermal_clay,6_Hydrothermal_Clay_00004 6_hydrothermal_clay,7_Oxia_Teresa_00001 7_oxia_teresa,7_Oxia_Teresa_00002 7_oxia_teresa,7_Oxia_Teresa_00003 7_oxia_teresa,7_Oxia_Teresa_00004 7_oxia_teresa,8_Mudstone_00001 8_mudstone,8_Mudstone_00002 8_mudstone,8_Mudstone_00003 8_mudstone,8_Mudstone_00004 8_mudstone,9_Congo_00001 9_congo,9_Congo_00002 9_congo,9_Congo_00003 9_congo,9_Congo_00004 9_congo,00001 Standard,00002 Standard,00003 Standard,Standard_retest_00001 Standard_retest,Standard_retest_00002 Standard_retest,Standard_retest_00003 Standard_retest
1903.19907409,0.7931180198622089,0.7543857062788739,0.8042903556555896,0.766730928658145,0.9297050253534821,0.9796127954884764,0.9387879723134623,0.9493061239351485,0.9217516724453111,0.9079916275651794,0.9069176238111318,0.9199609907385676,0.8524437047402574,0.8688984344151576,0.8751710316566566,0.9081104789951188,0.7177452340293103,0.7782817652878875,0.7959655949696173,0.6507561511899194,0.8114143643840377,0.8635399081980577,0.7293749129314694,0.8575930058203406,0.8723371409335502,0.7697886095250663,0.6917621539479696,0.7414049899184529,0.6196945744905139,0.7210797684256349,0.7539872639507462,0.7407341715890685,0.7617516171918016,0.7533138665113954,0.9390512784184006,0.9262911203535477,0.921856359507625,0.9185069595715296,0.9060894702269588,0.8890963428999348,0.8854607557522967,0.9227034471981884,0.9050741684891467,0.9266474111598754,0.8838855638579094,0.8807946893031795,0.9987384637139406,0.9961044416754865,0.976976431424588,0.9990935407436751,0.9988957670343922,0.9981150170475461
1911.98008732,0.7685766940608079,0.7240196232262447,0.7751718922496139,0.7336464736998229,0.9223000967561825,0.977890457230298,0.9383827005339178,0.9435856738095039,0.9089026221344105,0.8941891393815741,0.8945550527759454,0.9056806333941264,0.8445220872526418,0.8585129731512894,0.8636353347378555,0.8996851763450351,0.6998254855144663,0.7522985341983317,0.760611856847767,0.623610778940318,0.7809964005403627,0.836116905643646,0.6869166809047973,0.8332646023085003,0.8484198095374754,0.7311592314603086,0.6621765973248126,0.7118069232448203,0.5887070573229505,0.6920497400727526,0.7344076318408242,0.7164224081906316,0.7416215263802454,0.7345904646178439,0.9244349204263738,0.9126132589322811,0.907255299909057,0.9028250644542001,0.8964875685418464,0.8839197941355612,0.8779588904916454,0.9183128981496365,0.8994019146398432,0.9234976760631398,0.8764222109725314,0.8736891257869528,0.9990041210413538,0.9960315797007029,0.9763480799984487,0.9993899369704276,0.9985748379474672,0.9988572616503906
1920.75997429,0.7628446846956097,0.7146505384180346,0.7655356298810392,0.7200913945278236,0.9178170187313839,0.9776242118649138,0.9411425844849639,0.9426476564573733,0.9044841781852102,0.8898444810022001,0.8901998516726946,0.9003507605308047,0.8397041751538069,0.8505053670367915,0.8556159615728248,0.8935501253431797,0.6862006677424576,0.7314430680689337,0.7324751066133472,0.604908240576308,0.75789243502865,0.8119426950037091,0.6512330627854727,0.8139281563417654,0.8285471570837349,0.6977518331193902,0.6609978050100638,0.7084913550093185,0.5905672961860333,0.6917782499549373,0.7334707360238252,0.7117160921965939,0.7425635764187566,0.736318944368006,0.9174913974201324,0.9062058192902832,0.9005396352345398,0.8950263329705345,0.9010114575197209,0.8893970528140693,0.881786513629502,0.9240153284845616,0.9052010365850095,0.9302022360932194,0.8834072116367231,0.8802397536284982,0.9989352579405228,0.9960337469473782,0.9758138876412716,0.9994287152701736,0.9986022416059905,0.9991109937911541
1929.54914243,0.768598983110366,0.719006565829163,0.7684979350030545,0.7196191537991342,0.9147317848753155,0.977222259474777,0.9449544309649336,0.9427846758177622,0.9058430916656377,0.8908620877882834,0.8907947759278272,0.9014070926013322,0.8369207591989034,0.8431331865432832,0.8493342906241357,0.8881313145477447,0.6757085262444786,0.7163427899795072,0.7114444105468156,0.5919461180155057,0.7383462175045428,0.7898809455056037,0.6212655013450025,0.7971790224966466,0.8116361750756664,0.6684820813435497,0.6732615375051295,0.7175964781481671,0.6081506731284425,0.7039774970701538,0.7418569982109166,0.7165879747076859,0.7539255748515927,0.7482220330342827,0.9159574843299157,0.9056213665765821,0.8995817525009989,0.8937579716703945,0.9103740135735725,0.8984151998614132,0.8890531723254218,0.9306452225380233,0.9124355069845549,0.938435174097086,0.8932012859613554,0.8904005781001485,0.9989779352889264,0.9961210910964442,0.9755811752291226,0.9995647359031155,0.9987741579300712,0.9989857622917303
1938.35679058,0.7789410873761107,0.7303368697895931,0.7778602172555272,0.7264233479619611,0.9122426278457363,0.9760529987117774,0.9491719557885596,0.9428307659401415,0.9090524830930561,0.8941007867321424,0.8940855395539241,0.9052064398105131,0.8358835107077849,0.8387864151829784,0.8457561696179781,0.8848708435432397,0.6693087378854976,0.7069891763511615,0.6991569211145179,0.5840798659745013,0.725864478767856,0.7750109992166235,0.6026610549474769,0.7867328388393664,0.8010424542586276,0.6497170029410219,0.6892145852077772,0.7305457256532267,0.6302231391451836,0.7175760393562098,0.753640414378053,0.7252467279288426,0.7695037844786945,0.7631169024350115,0.9169783200554092,0.907907087655932,0.901615742775077,0.8954245307326077,0.9186392467133886,0.907085174312464,0.8968632146148262,0.936119728740854,0.9186882970814529,0.9454753633785878,0.9021249226863051,0.8983755201177176,0.9989147219536,0.9959872758533524,0.9751317703703036,0.999756762582809,0.9990750278166785,0.9990072176937381
1947.18286652,0.7902574727249646,0.7438589233682219,0.7897466843149483,0.7362339085044248,0.9099132689300978,0.9754501048022199,0.9542051896927772,0.9419215974362031,0.9126835957340231,0.8981477650526162,0.8981999588823193,0.9093447026549125,0.8389611431188558,0.8415622474980884,0.8478967381623941,0.885579426297339,0.6670144907813929,0.7036079319345445,0.6963542499241696,0.5809869731257844,0.7264400631543978,0.7738226509165635,0.6011297204697162,0.7867091601398747,0.8014728987658878,0.6480312826453044,0.705822633635977,0.7439772584986024,0.6525500964985421,0.731467163388381,0.7665228943346083,0.7358629289167569,0.7860308554388491,0.7781444440020835,0.9196296974133628,0.9113270673404741,0.9046839193733597,0.8984228586447887,0.9257078123463026,0.9141045962588384,0.9036835160132802,0.9407750473435698,0.923898962959083,0.9511305357514465,0.9096035503321859,0.9048594035608757,0.9989616311927915,0.9960150453144733,0.9751082614403169,0.999860198311074,0.9992903379587696,0.9992127200537997
1956.02731804,0.801794039813099,0.7581852889622258,0.8019602562777514,0.7475266257641494,0.9086303922592565,0.9749791783233565,0.9602317609839137,0.9421544521749751,0.9163204325277844,0.902646488318905,0.9028548461986047,0.9131817095416953,0.8456081660593375,0.8511431213183047,0.8550928584641663,0.8903529161878719,0.6684139465796984,0.7062879817970021,0.7021058504029025,0.5817747399332346,0.7394917499665454,0.7869754540692964,0.6166421131155875,0.7974215555093118,0.8132649013810587,0.6629127268977378,0.7225312987213685,0.7568574144422751,0.6747449005784293,0.745956148824946,0.7794766006399546,0.7477419070328073,0.8032959368064604,0.7926621043336693,0.9235741320148119,0.9157262094412882,0.90857265406015,0.902649202711268,0.9318175949100462,0.9216424362624809,0.9109260725990743,0.9452528865138274,0.9289011691664314,0.9563623257875001,0.9161736441444257,0.9113642534846971,0.9991780147526369,0.9961535948528005,0.9752495378765561,1.0,0.9994869794225949,0.9996518510838092
1964.89009294,0.814290796326795,0.7730707426180148,0.8147201698364427,0.7605360309903408,0.9089664983982239,0.9748361391446321,0.9671370426972592,0.9451802946824222,0.9205168959745442,0.907961878269506,0.9083341939090172,0.9176241353282178,0.8537657708033314,0.8623879161688146,0.8642554192539621,0.8971247736251824,0.6719175452099323,0.7135082675021497,0.7125512994081526,0.5847761299570141,0.757192661038465,0.8051497447478138,0.6400165007957467,0.8121620895178172,0.8292341027672311,0.6843464890243446,0.7400978450540113,0.7705021972864212,0.6976460258549448,0.7608442024014775,0.7934831315909816,0.7614116734967091,0.821963058972552,0.8077353008968489,0.9284421683285876,0.9210884125752699,0.9141410158034478,0.9077327393598221,0.9388351362118165,0.9294718359379316,0.9199287090809831,0.9498667909846206,0.9341657881456481,0.9621880801424925,0.9236094435986029,0.9191780123438079,0.999193277487549,0.9962126464478501,0.9758085523555072,0.9999543506731476,0.9994781478050693,0.9998192880670542
1973.77113898,0.827889265174325,0.7885940795920671,0.8286790206676496,0.7744492735800457,0.9094290695795331,0.9748097419658116,0.9730540256425578,0.9465178591258114,0.925277881999302,0.9143853770022977,0.9142903528507367,0.922864182853063,0.8618673636359826,0.8722289281801094,0.873170747353141,0.903818599708259,0.6755265206222381,0.7224010635601653,0.7244308919623652,0.589914019306158,0.7745749342567508,0.8217311422808652,0.6631723092482031,0.826360893349442,0.8437673780683238,0.7051380833505847,0.7592692314160995,0.7860353451915053,0.7212910240815756,0.7758324086726301,0.8081513375001302,0.7772623061230362,0.8415012323773828,0.8233586784831712,0.9337608609413321,0.9272976703891965,0.9207510166413452,0.9135910879787124,0.946195637738252,0.9377847633905665,0.9302889797368727,0.9548239410797495,0.9393374221047943,0.9687046402855585,0.9308890512237066,0.9268497595979099,0.9991974507049595,0.9960841619082715,0.9766512047885177,0.999790907845289,0.9994039833575259,0.9996412439758507
1982.67040395,0.8427914677380818,0.805269919871514,0.8438466555209307,0.7893568307721753,0.9100005087823254,0.975048763556466,0.9780483897899078,0.9490331571247563,0.9311359191669447,0.9224101819672951,0.9207423758834282,0.9293385323675657,0.8704163402759384,0.8824498006610175,0.8823194073171916,0.9113093179816639,0.6809515316597996,0.7349982606322134,0.7402140944144199,0.5985997937137243,0.7948778868718464,0.8407447733230478,0.6915003163566198,0.8428805602955721,0.8606253812626687,0.731222240904213,0.7798764220564718,0.8035408552741197,0.7454717964235491,0.7922762740444586,0.8239299176638042,0.7951217518731718,0.8613932803123946,0.8394285030900596,0.9394832669557343,0.9348042575584505,0.9277837542581546,0.9205818267976049,0.953831648815642,0.9465576450814447,0.9411130787008599,0.9607882132168104,0.9447444921008291,0.9754068669845092,0.9389991471663055,0.9344226387412752,0.9992223404759012,0.9959073638973761,0.9777838596878661,0.9996180032647671,0.9995313578700674,0.9995880370046474
1991.57932378,0.8584828252288572,0.8227354232484453,0.8601992112490259,0.805462520562356,0.9111194447230575,0.9750099359161477,0.9830781896655701,0.9520173728387407,0.9375726048529692,0.9314750024625251,0.927787958060987,0.9365459105273151,0.8796620743912172,0.8938997056616281,0.8922244770197569,0.9199121742399536,0.6898956059195881,0.7532781283864103,0.7629873452737939,0.6117488804151382,0.8218507562704217,0.8657493257098554,0.7308626260406282,0.86453685423514,0.8822226273310202,0.767833261532376,0.8010214700060376,0.8223122628754744,0.7697524046963873,0.8103483330067175,0.8398542195903596,0.8149278828103808,0.8808150474550911,0.8559136959610678,0.94553436295956,0.9427790163285592,0.935579571914557,0.928582737829961,0.9612821169555501,0.9555551244807936,0.9511648022350054,0.9669999746275698,0.9516840382629194,0.9813527812727368,0.9465532530477915,0.9420175455783039,0.9992664786127978,0.9958969680014248,0.9791233865443922,0.9995967957111221,0.9997303685508383,0.9996880191240466
2000.48893957,0.8745783701481475,0.8408719791022571,0.877345212197623,0.8219633041413067,0.9125261869182137,0.9750886544303634,0.9880460863444548,0.9537325558882099,0.9444534068829713,0.940064791235121,0.9351130214259772,0.9444049147036986,0.8894708429262213,0.9068095833478764,0.9032629234653571,0.9285517727181143,0.7012859591821846,0.7771985981053281,0.7932136476539721,0.6296801856808977,0.8553072698527004,0.8955987457276848,0.7808416017752094,0.8914006976628674,0.9075612675812685,0.8136683689228369,0.8225845981187565,0.8418864184716649,0.7940032819581817,0.828671555240627,0.8556604143683433,0.835260113632879,0.8988635503371325,0.8725639886234206,0.9520697445865376,0.9506185492681241,0.9440131001858699,0.936649235936729,0.9685184427478994,0.9641525614169673,0.9600760878722335,0.9724183776918238,0.9590753746715484,0.986200519603755,0.9537871321121268,0.9502769749798683,0.9992441759825382,0.9958020135932492,0.9808497370629166,0.9994829337818203,0.999862499578183,0.9995212994076417
2009.39924527,0.8912562550272015,0.8598164912736704,0.8946382640709211,0.8381819326930796,0.9134893507438607,0.9754616910950883,0.9916370040220115,0.9558743247976932,0.951951999207024,0.9485985239492687,0.9422297166815152,0.9523803457635428,0.8991887460906155,0.9189068393376821,0.913846005165904,0.9367356995236595,0.713163728538584,0.8029771684722978,0.8259247568864088,0.6501737476818552,0.8879778252952811,0.9231110658223641,0.8302470745432717,0.9175276256881062,0.9311477686746784,0.8580744412083589,0.8438600375768107,0.8608210284483613,0.8175012704607556,0.8475155984104314,0.8713253594566653,0.855447375513624,0.9159201734103474,0.8888921121684482,0.9583825279463634,0.957888440529444,0.9519777947229567,0.9443005411900915,0.9748983907458827,0.9716925840935192,0.9687638334654195,0.9791818995740735,0.966597510087967,0.9907002973592566,0.9610294769735047,0.9588215306528454,0.9992269651021619,0.9955555518906692,0.9825788618311597,0.9996039895266962,1.0,0.9995656939150617
2018.31023493,0.9075523210439705,0.8785417903111498,0.911946491464138,0.8536874616355097,0.9145230351811364,0.9757535366034237,0.9942739033568556,0.9576000787079,0.9592735301353271,0.9568594636690695,0.9492647992211921,0.9598143198402265,0.9080511926916603,0.9293543040691988,0.9238224662964661,0.9441543584924824,0.7262036232682595,0.8277806602845691,0.856699448303769,0.6713933956784749,0.9148320804399042,0.9444756448790049,0.8713390005193214,0.9387408925247335,0.9495608394970537,0.8941385386857852,0.8638524373874622,0.8787565085623626,0.8405116202442504,0.8666926854835283,0.8866165268065155,0.8743565273759643,0.931146509259018,0.9049604436171568,0.9642657356597732,0.9645975912347953,0.9590930415999235,0.9513055219241509,0.9817211366472994,0.9786178411110915,0.9763866749348195,0.9859620482996511,0.974928786810223,0.994841940303302,0.9689434011442355,0.9668305268914679,0.9992687272554831,0.9956647958426957,0.9841910730222025,0.9998282613403056,1.0,0.9995770194010268
2027.22190266,0.9232057525051282,0.8965308411691992,0.9285864608050818,0.8679992750717813,0.9158086977534325,0.9761890426488367,0.9978480429576987,0.9593005256218318,0.966011510050355,0.9644644044241851,0.9564298465087402,0.9666037923065642,0.9162135915646537,0.9388474290522371,0.9335747419227017,0.9514549194283418,0.7394474384668771,0.8504480184201403,0.8842341210241221,0.691873227963169,0.9370723919843641,0.9608009535346926,0.9045824112280584,0.9555881766351755,0.9639150475038529,0.9227366867651058,0.8824143482699554,0.8968386761723626,0.8625311973639957,0.8847169364462749,0.9013920695379348,0.8923192671077088,0.9443326418941066,0.9211907523033264,0.9702892333860632,0.9707362803077,0.9654398992703025,0.9578973756340146,0.9877629489482816,0.985173821736972,0.983295935708625,0.9912677676162802,0.9826227621431555,0.9976604726444049,0.9773279481576768,0.9746073662903226,0.9993061427705946,0.9957462037286143,0.9860567649459194,1.0,0.9999973495368887,0.9998296812066448
2036.13424266,0.9379769022451822,0.9131193315211636,0.9431347600461305,0.8804173372918896,0.9171219562036245,0.9769616397813194,1.0,0.9611551303975979,0.9718605036834829,0.9712268070991931,0.9631235599389485,0.9724470286782552,0.9239580024767292,0.9475087459162673,0.9421219156067783,0.958236981455253,0.7521582779943665,0.8708884942541448,0.9079379081047664,0.7107938162947912,0.9553014546625244,0.9732640842450077,0.9317398694617479,0.9693117024666382,0.9753836292613675,0.9454689781166503,0.8990525191322889,0.9132618266120063,0.8827038960907776,0.9005047438017781,0.9151472125021642,0.9088823102658068,0.955398620424269,0.935814676659542,0.975899787982773,0.97584284942445,0.9708545509899452,0.9635330562136843,0.9937441224640007,0.9906219138101399,0.9895508592883869,0.9951222648364625,0.98941682158766,0.9993542456080424,0.9852619262214731,0.9814256466271545,0.9993139619154552,0.9956501426073092,0.9881218463535044,1.0,0.9999300435803393,1.0
2045.04724919,0.9506351523945157,0.9274570254987536,0.9549897281738234,0.8906288063183837,0.9173962189763231,0.9772417734406286,1.0,0.9612702061055957,0.9768659140510927,0.9769519221424191,0.9688287022637414,0.9769438489869187,0.9310542847107041,0.9539601630034458,0.9493423907061466,0.9644452953784964,0.7630750451068288,0.8887025879330628,0.9274961728818703,0.7272516798378351,0.9695878544032529,0.9828754671126256,0.9531986726241297,0.9796515276645218,0.9840389508257422,0.9627031082185654,0.9136859011028304,0.9270637908570302,0.9010325099194739,0.9144730200632991,0.9275611071085936,0.9229591743690161,0.9643241640108734,0.9483106999497621,0.9806038895075007,0.9801029344226457,0.975129343413953,0.9682989587553551,0.997501282297676,0.9945289275196001,0.9943903092317132,0.9975563588895305,0.9940695055704708,1.0,0.9909317064460896,0.98720302745124,0.9993883459118055,0.9955640482143946,0.9899338067849807,0.99985027400673,0.9997762048407033,0.9997261409843744
2053.96130725,0.9610824281673065,0.9399690918028093,0.9650199692758553,0.8988263393989014,0.9173727494671539,0.9772752685579033,0.9998227747622819,0.9590145995463996,0.9811240627829834,0.9818647047529717,0.9739555443396346,0.980388979856897,0.9370713935970568,0.9592582884138444,0.9560136122687587,0.9694755958977613,0.7725334383947936,0.9033229446943547,0.9431635993278815,0.7417422315201242,0.9805898525510307,0.9894350672085755,0.969356215999936,0.9872471702384247,0.9902678974300266,0.975493250233717,0.9276818426198148,0.9396394038901801,0.9181062950350714,0.9275664906026643,0.9385049763697947,0.9352402156288,0.9716081203948062,0.9591807214189928,0.9842976130238705,0.984002091955023,0.9784261598757431,0.9725655892925192,0.9996022615072652,0.9980379346910088,0.9980765962355466,0.9993793905574682,0.9974027219456827,1.0,0.9935047467571151,0.9917739411705961,0.9993414046423297,0.9954682554527624,0.9911600976495999,0.9996135302603707,0.9997541890841166,0.9996787314450807
2062.87694233,0.9696599570129928,0.9509573299469166,0.9734523193268091,0.90506198101445,0.9174186799970673,0.9769830677896428,1.0,0.9562367758763846,0.9846309717222732,0.9853645269116189,0.9785737033058644,0.9837402564619587,0.942173861847709,0.9638985945114019,0.9616011182419532,0.9736821258165038,0.7806817348060937,0.9151526814208683,0.9553277757249926,0.7545427922501522,0.9882530259130802,0.9933072148994895,0.9803634629220168,0.9920034007526932,0.9944667291605305,0.9849475285435707,0.9406763441152944,0.951098903614433,0.93387367514841,0.9398940420689536,0.9487469237976313,0.9451273313432386,0.9777153581682053,0.9681415792270134,0.9867626574041037,0.9869105348135684,0.9812024331492071,0.9761927212922062,1.0,0.9996568276800816,0.9998770669912901,1.0,0.9996245615499387,1.0,0.9958684457247808,0.9952220956670741,0.9993142078240109,0.9954171286203054,0.9922449752690836,0.9993362178262505,0.9997134899513486,0.9996497841093234
2071.79414164,0.9776701675817504,0.9606758354151894,0.9809147958841864,0.90994757755216,0.9181908490848097,0.9770081467608223,0.9993436183279968,0.9534227025056983,0.9876254791282216,0.988353008326686,0.982705494233249,0.9868860417412972,0.9471548312369639,0.9681528001048961,0.9666454557384058,0.9773630972905492,0.7885293237353647,0.926146288733548,0.9659741045759279,0.7665082971775898,0.9939960747664685,0.9966166282171697,0.9891873110327798,0.9959348117157325,0.9978729624098873,0.9925223105019609,0.953005985512321,0.9613273940003716,0.9477759546026497,0.9517351688310048,0.9587078154228139,0.9543302972838662,0.9829975152358418,0.9757386954690881,0.9891038007221871,0.9893362493975072,0.9842828556510335,0.979520354668937,1.0,1.0,1.0,1.0,1.0,1.0,0.9982737163018893,0.9984368220106682,0.9993273709184509,0.9953933515160402,0.9934464631684399,0.9993956844746787,0.9998747905324895,0.9997965881617431
2080.71289251,0.9845640870442235,0.9694955887612419,0.9874753738857328,0.9146522063558542,0.9182824795169959,0.9773923584302727,0.9996169059469103,0.9501399345487329,0.9901791132408558,0.9907798494557609,0.9860907942980814,0.9896837013638027,0.9523161238559689,0.9733503320373947,0.9716734276253425,0.9809748122597729,0.7959451908387398,0.9365789593741888,0.9756658326758353,0.7775928066698405,0.9981813460993496,0.9992966468872335,0.9963272378790575,0.9987605026849674,0.9996997561942866,0.9977242732968304,0.9638414529771555,0.970081606471607,0.9615089676867109,0.9626689915541615,0.9679825026912807,0.9631075209953407,0.9872048203200469,0.9814868865549493,0.9915629902815092,0.9911041165115771,0.9875391439662624,0.982469525643089,1.0,1.0,1.0,1.0,1.0,0.999479304149068,1.0,1.0,0.9994680781715563,0.9953602801364703,0.9941031088031476,0.9992362294409801,1.0,0.9998466849446024
2089.63318245,0.9903154298552547,0.9771325393797787,0.9925424709540357,0.9197414535608193,0.9186782042092606,0.9768985301621572,0.9988606196969376,0.9479478032690603,0.992395303943783,0.9929290940345685,0.9890104705727379,0.9922557447200405,0.9569330546847359,0.978135148215695,0.9765413402728558,0.9841487167638555,0.8021970129253381,0.9451486737434123,0.9834841409875442,0.7862632729586039,0.9998797676599324,1.0,1.0,1.0,1.0,1.0,0.9727914080273982,0.9771383764974103,0.9728047841683303,0.9732429212199896,0.9758658417739937,0.9709315819780613,0.9903217470742602,0.9857406889713364,0.9938600962386428,0.9931041560934674,0.9897820295168324,0.9855975985307078,1.0,0.9998271894138027,1.0,1.0,1.0,0.9987554972047773,0.9995450393793124,1.0,0.9992759359356854,0.9953881462006626,0.9951869927117997,0.9990083351069491,0.9997782676954154,0.9995669220201436
2098.55499911,0.9946559754385378,0.9840871854583754,0.9966489272374794,0.9254190638424249,0.9193430347198559,0.9768027020459643,0.9997322187562905,0.9460589028354747,0.9943549082704763,0.9949318890049597,0.9918367121843759,0.9945211413515119,0.9622187641935843,0.9827495468140325,0.9813858100213698,0.9875207131941832,0.8074603320295984,0.951710231885684,0.9889935982845249,0.7927872489820041,1.0,1.0,1.0,1.0,1.0,1.0,0.9813701856376926,0.9833524335532859,0.9810664776255521,0.982647070879554,0.9828911749273656,0.9788388520338598,0.9931091179583441,0.9897360062285718,0.9961306181737827,0.9955421597275848,0.9920313236332193,0.9887268388690851,1.0,1.0,1.0,1.0,1.0,0.9979233596848993,0.9976966674462594,1.0,0.9991684500503548,0.9953103490421346,0.9966499283144884,0.9991006827066746,0.9994625250296442,0.9993399501953364
2107.47833028,0.9977100697284347,0.9901221094805591,0.9992368784844906,0.9306259313613525,0.9203893652353842,0.9755118651859583,1.0,0.9446696545783511,0.9963688436181447,0.996748800014905,0.9947400596573917,0.9966291719836163,0.9676911344482848,0.986847984898827,0.9860492947346428,0.9905397559121788,0.8116760976051597,0.955702792402495,0.9928299204190746,0.7985565744567944,1.0,1.0,1.0,1.0,1.0,1.0,0.9888048607711835,0.9877699627428749,0.9886669740025688,0.989654952272751,0.9895982930794339,0.9858530398297489,0.9961322235120896,0.9934318605663782,0.9981738875497317,0.9975572012575705,0.9945034533297694,0.9919235024108701,0.9999626418489185,1.0,1.0,0.9998995364932431,0.9995293999954579,0.9977886677772198,0.9973145374268977,0.9994829104835561,0.9993230264701511,0.9953639683181256,0.9979134492047399,0.9991788616654618,0.9992875432862114,0.9990873557739499
2116.41133382,0.9994621137951286,0.9947719246107142,1.0,0.9361246043431606,0.9215066855132902,0.9736874158796854,1.0,0.9443017078420145,0.998548118014066,0.9983882831290487,0.9976370772099747,0.9981299655536353,0.9727654661649521,0.9908826750512078,0.9901972598010558,0.9932619519128099,0.8145450943077207,0.9582666011488119,0.9959713431465216,0.804376774987524,1.0,1.0,0.9998067706680603,1.0,1.0,0.9995024054740523,0.9941997954980687,0.9915347482304788,0.9952323267154836,0.9953983537581145,0.9954835614836623,0.9920195819710477,0.998923931355175,0.9973073905348686,0.9991096347067892,0.9991033098638995,0.9970390636826824,0.9952281260916643,1.0,1.0,1.0,0.999986703862478,0.9988234449297735,0.9985112995884815,0.9978504752851026,0.9987097878135212,0.9994031637458795,0.995372839354318,0.99900189890087,0.9989485504807861,0.9992746901465912,0.9989931439000179
2125.37093026,1.0,0.9989448715582298,1.0,0.9439640983914462,0.9226669269264965,0.9718478890111935,0.9995633019974224,0.9428596961768508,1.0,0.999946582251731,0.9997704283799375,0.9996101672322761,0.9770262223469139,0.9951660205039911,0.9943436193149447,0.9960209477599925,0.817109985745052,0.960806142605871,0.9984052991959043,0.8100670210160266,1.0,1.0,0.9991837912059686,1.0,1.0,0.9987141682302096,0.9984544731345838,0.9959513637279529,0.9992834361182524,0.9995520954405267,0.999801754831595,0.997746541863085,1.0,1.0,1.0,1.0,0.9990596432923167,0.9986095658971943,1.0,1.0,1.0,1.0,1.0,0.9996971859485669,0.9998375593027037,0.9995777990569384,0.9993026204577097,0.9952547323184655,1.0,0.9989702564192687,0.9993473794228089,0.9992280363590668
2134.35713173,1.0,1.0,1.0,0.9503369874915505,0.9226709146163012,0.9685014722108836,0.9985420284051506,0.9413471549943537,1.0,1.0,1.0,1.0,0.9805487382445127,0.9982993044948062,0.9976713368700796,0.9984796682805281,0.8187970983758733,0.9619542019718569,0.9990920888269404,0.8146316117003862,1.0,1.0,0.9974012950329907,1.0,1.0,0.9975465258893311,1.0,0.9993907363564367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9975594974885595,0.9983579944264518,0.9987103260307939,0.9986664849274383,1.0,1.0,1.0,1.0,0.9991035144644278,0.9951596935766153,1.0,0.9990025669572161,0.9992975449781977,0.9992549340662095
2143.36995005,1.0,1.0,1.0,0.9547897833985578,0.9212949626856201,0.9635091584554956,0.9964676374044386,0.9387865450749501,1.0,1.0,1.0,1.0,0.9832589072072072,1.0,1.0,1.0,0.8197849693036042,0.9621048798479321,0.9984501570033073,0.8181341733951599,0.9997414010377075,0.9987736097302541,0.9941338511278096,0.9998077840397529,1.0,0.9953038536689868,1.0,1.0,1.0,1.0,0.9985479676778853,0.9980980426123962,0.9974664278870975,0.9968500640424819,1.0,1.0,1.0,1.0,0.9881023774432259,0.9896446957294519,0.9893782309329227,0.9917713775752773,1.0,1.0,1.0,1.0,0.9989856004255344,0.9952096338420799,0.9994216436959614,0.9990177008489015,0.9993698323907672,0.9992604036902378
2152.40939672,0.994539400214281,0.9979538664097521,1.0,0.9559429104707922,0.918191219213156,0.9573885797479137,0.9924889501518471,0.9336955780117432,1.0,1.0,1.0,1.0,0.9847041376024841,0.9994445632863168,1.0,0.9995010215454891,0.8202041309038333,0.9599984928687288,0.9967059126317307,0.8203444780854237,0.9967760426829002,0.9954004694838543,0.9876372365577757,0.9972248600038478,0.9977643196259199,0.9897689926563855,1.0,1.0,1.0,1.0,0.9897693488006855,0.9884770627115192,0.9865598463903513,0.9855947174263151,0.9995542788671828,1.0,1.0,1.0,0.9737300254624108,0.9747611730517608,0.9726530466012951,0.9806010777376186,1.0,0.999094912252737,1.0,1.0,0.9991797536436214,0.9953311307920697,0.9976007317649848,0.99904768685579,0.9997366404337391,0.9994006975600179
