,10_Otago_00001 10_otago,10_Otago_00002 10_otago,10_Otago_00003 10_otago,10_Otago_00004 10_otago,11_Iceland_00001 11_iceland,11_Iceland_00002 11_iceland,11_Iceland_00003 11_iceland,11_Iceland_00004 11_iceland,15_Oxia_Sophia_00001 15_oxia_sophia,15_Oxia_Sophia_00002 15_oxia_sophia,15_Oxia_Sophia_00003 15_oxia_sophia,15_Oxia_Sophia_00004 15_oxia_sophia,2_Atacama_Red_00001 2_atacama_red,2_Atacama_Red_00002 2_atacama_red,2_Atacama_Red_00003 2_atacama_red,2_Atacama_Red_00004 2_atacama_red,3_Sabtha_00001 3_sabtha,3_Sabtha_00002 3_sabtha,3_Sabtha_00003 3_sabtha,3_Sabtha_00004 3_sabtha,4_Watchet_Bay_00001 4_watchet_bay,4_Watchet_Bay_00002 4_watchet_bay,4_Watchet_Bay_00003 4_watchet_bay,4_Watchet_Bay_00004 4_watchet_bay,4_Watchet_Bay_00005 4_watchet_bay,4_Watchet_Bay_00006 4_watchet_bay,5_Granby_00001 5_granby,5_Granby_00002 5_granby,5_Granby_00003 5_granby,5_Granby_00004 5_granby,6_Hydrothermal_Clay_00001 6_hydrothermal_clay,6_Hydrothermal_Clay_00002 6_hydrothermal_clay,6_Hydrothermal_Clay_00003 6_hydrothermal_clay,6_Hydrothermal_Clay_00004 6_hydrothermal_clay,7_Oxia_Teresa_00001 7_oxia_teresa,7_Oxia_Teresa_00002 7_oxia_teresa,7_Oxia_Teresa_00003 7_oxia_teresa,7_Oxia_Teresa_00004 7_oxia_teresa,8_Mudstone_00001 8_mudstone,8_Mudstone_00002 8_mudstone,8_Mudstone_00003 8_mudstone,8_Mudstone_00004 8_mudstone,9_Congo_00001 9_congo,9_Congo_00002 9_congo,9_Congo_00003 9_congo,9_Congo_00004 9_congo,00001 Standard,00002 Standard,00003 Standard,Standard_retest_00001 Standard_retest,Standard_retest_00002 Standard_retest,Standard_retest_00003 Standard_retest
2027.22190266,0.4320794335675654,0.40866669823317947,0.3338909030835661,0.1756221977805954,0.15618210577104322,0.14968908975095047,0.09650177890598095,0.09245395567024088,0.42816491921890626,0.4455649260778365,0.42923966515503914,0.4298959277180692,0.25762758055002893,0.24636314650796515,0.2942712315466448,0.3097233981921281,0.16204633150485473,0.29426541672345025,0.34171489775764896,0.20180717900896927,0.46250512776456626,0.44139572822198064,0.42752114989438206,0.42090724498373305,0.36534419227612597,0.45789092563301864,0.2429853709016551,0.1661821101382263,0.15264052745848855,0.17725499513155582,0.34977804350614006,0.27209557619536506,0.2666270703534559,0.30643863850599096,0.4390718061191082,0.4391379155176224,0.40206904757543227,0.41173420655184123,0.14219352038208816,0.15352141207602202,0.1363615909515412,0.19296490830863997,0.16322388996141787,0.1562540042996743,0.15501223172407394,0.1575621883954501,1.0000666517884098,1.0001316613444897,0.5723277277705077,0.99935383928134,0.9979659837601572,0.9986340391587278
2036.13424266,0.4391605751075407,0.4157915458546584,0.33959909153926454,0.17714447795262667,0.1560452722841025,0.1494484148914471,0.09661656058533982,0.0925028236876964,0.4315943767888185,0.44965129498494383,0.4332048965090784,0.433344199602979,0.2597399545925008,0.24861827719506704,0.29696555136101366,0.31195510655624287,0.1634787337784109,0.2996203613035014,0.34888995379169324,0.20583477270897202,0.47046902127463147,0.44733503775140276,0.4386115480741547,0.42668300249265995,0.3698139113544425,0.4678647010713273,0.24757729152827976,0.16873280314365957,0.1560130378501013,0.18048607373053713,0.3540461409440747,0.2757555814034519,0.26924065188875357,0.31014832126331665,0.44202114006579085,0.4419491288089915,0.4045538451969163,0.41425540479793865,0.14302545044716355,0.15439673009018143,0.13711927832415494,0.19389663338525212,0.1643433417902401,0.1568485558726006,0.15619392122958492,0.15859160946142314,1.0000730203703545,1.0000692741818609,0.5745097298943794,0.9993631500955485,0.9979096841957699,0.9988257908428696
2045.04724919,0.4452573812753477,0.42187666304051624,0.3443508710814666,0.1781972523872368,0.15573100559010208,0.14913199272131616,0.09647852257120959,0.09238400129926806,0.43465861795712973,0.45326987290081844,0.436737922437915,0.43620157487630246,0.2616690758305882,0.2502932654378636,0.29924168640699217,0.31400035734994963,0.16447859302618378,0.30399614264877356,0.35437727458963086,0.20907486363374456,0.47645597401668915,0.45196847999002765,0.4469281675450711,0.430962583780315,0.37321953547024106,0.4750623792567673,0.2516175030882144,0.17078287361004102,0.1590509906410336,0.18335471863964128,0.3577646818041545,0.2786142938122064,0.27124031027548257,0.3131192130624256,0.44456427707664137,0.4443818258895744,0.40656597566208214,0.41640373015794024,0.1435370002315488,0.15503210876965798,0.13767958897200858,0.1945527569805242,0.16510700243435858,0.15727941650844024,0.15701560180377697,0.15945188762417017,1.00014600413634,1.0000168942960384,0.5765484956044085,0.9992225342162425,0.9977670250966978,0.998557814120281
2053.96130725,0.45032277131938125,0.4271184535159576,0.34845581800147196,0.17882625129333957,0.15536605661821923,0.14877777458277533,0.09631321120255913,0.09203761567249918,0.4373984419219779,0.4565222136272988,0.44002118172234295,0.43859641436946667,0.2632939656980639,0.2516654397748444,0.30134469412471104,0.3156623591257432,0.165127282868338,0.3072152632816117,0.35830071045919787,0.21168426286834838,0.48080148940107437,0.45520215758617294,0.4526885187418619,0.43402994953800805,0.37570679081318864,0.48002543748489673,0.2554825029229074,0.17259274172612343,0.16185949758259602,0.18605001287099107,0.3608887987360049,0.2808904009680426,0.2727695022730482,0.3155242397280229,0.4466529327420711,0.44665512723388145,0.40817217295057434,0.4183382885067173,0.1438100563724222,0.15560564448540037,0.13807927839575498,0.19509050302026626,0.165651435413494,0.15757682174623788,0.15734594531758672,0.16011652149848152,1.0000975704453006,0.999954770456593,0.5782493011220609,0.998994952795362,0.9977559234358058,0.9985160211035748
2062.87694233,0.454515514270413,0.431656500387793,0.35199321577653064,0.17904850429368113,0.15501278852163883,0.14837400494408906,0.09618201792308041,0.09164176972327925,0.43981019193918464,0.45912610163293793,0.4430845237657936,0.44095535663524166,0.2646610668315136,0.25286484371159645,0.30310610653972814,0.31705637566815176,0.16546401377562375,0.3094328103940794,0.3608320488041979,0.21375381269433644,0.48348953426859637,0.45720176812190794,0.45599248524917785,0.43584552828175877,0.3774251584840533,0.4833159776843733,0.25907202042622746,0.17418454817815684,0.16443030587467203,0.1885936114211796,0.36371804203310265,0.28241333627142573,0.2739610880641097,0.31727655094019164,0.44818670476598843,0.44848231274775263,0.4095626929739825,0.419998601006246,0.1438379935674127,0.1558846305977379,0.13821744569306008,0.19539399999475043,0.166011235028449,0.15758783631899867,0.15764273634643394,0.1605992833705446,1.0000688959956874,0.9999375148525632,0.5798700804947295,0.9987268247501682,0.9977261769833403,0.9984926693763555
2071.79414164,0.4584453358670013,0.4356082055517252,0.3551880446399471,0.17899098467004146,0.15478184486794203,0.14801845564166044,0.09595182345569851,0.09124318300372701,0.44199881559574733,0.4614983354155568,0.445936552379643,0.44322801775178944,0.2659933142055524,0.25396279050178683,0.3046963089072569,0.3182794582995961,0.16570797443177493,0.3113222909432383,0.3627398208199303,0.21553454091967725,0.4852234888996962,0.45894397780024604,0.458243423784927,0.43729625453288856,0.37884369562406,0.4856604600164876,0.2624787225023899,0.17553911659402516,0.16666604437453558,0.1910414440169335,0.3664157226797456,0.2837023663024,0.27491529759315375,0.3185612849642265,0.449666296298473,0.4500929612043154,0.41108159529299887,0.42153078785364395,0.14367155077233534,0.15596474003520927,0.13812348666834554,0.19549171902454304,0.16606437063793622,0.15725519212543398,0.15794572297482548,0.1610438689497773,1.0000806117037062,0.9999477365940697,0.581561456939883,0.9987952700370304,0.997898031912219,0.9986448672332623
2080.71289251,0.46185441113789527,0.4391434296004468,0.35806348132779914,0.1788868960815968,0.15443577812839349,0.14771710248106548,0.09581092600841094,0.0908005438118491,0.44399506157756796,0.4636138578708839,0.44845751196382744,0.44534967481351106,0.26737547407178064,0.2553080079874844,0.3062813545537838,0.31948017426525854,0.165833486663491,0.3129806086313246,0.3642442560232167,0.2170188738964268,0.48618607477020254,0.46039770397455837,0.45968404846644517,0.43825955519228493,0.3796632782018635,0.48682596780311177,0.2654741654462996,0.17661414762191482,0.16886579608521027,0.19330888610578445,0.368828449102744,0.2848370511643304,0.27556373433087694,0.31922568645235744,0.45120164674263047,0.45140656895958764,0.41267548863768044,0.4229007671991765,0.1434976533357878,0.15583380204256655,0.13793249043675704,0.19538268263383443,0.16594495157007905,0.15671453383263492,0.15814094569954612,0.16122169849412502,1.000219967228521,0.9999486255210324,0.5829359063481708,0.9986449258313647,0.998033872088453,0.9987004712868996
2089.63318245,0.4647298053223972,0.4421349336099838,0.3604033470254163,0.17884682842482547,0.15414059936497804,0.14728302604409188,0.0955713982684088,0.09046284998337403,0.4458442569029539,0.46560419206099285,0.45077318060229915,0.44737465024341133,0.26860409432721377,0.25654478125859503,0.30781594974935744,0.32053847988642425,0.16569161780927666,0.3139785457046754,0.3650106022252283,0.2177877104651011,0.4859308305017129,0.4609415186604905,0.45950441292762256,0.4385256515603449,0.3799034016689747,0.486553077779965,0.2679505053831379,0.17737151713701688,0.17063187393101728,0.19550569674778656,0.3706907699886309,0.28566416561571084,0.27590379755919087,0.3193914784418079,0.4526653166664005,0.45282794597587334,0.41384724158127806,0.4243483953840595,0.14316629562017558,0.1554679500053194,0.13754653742150205,0.19520908428776207,0.16578668444523875,0.1561425206308955,0.15794079674136974,0.16099606196828997,1.0000262226887842,1.0000107385053882,0.5845627901032284,0.9984261808853986,0.9978138243562901,0.9984265934626687
2098.55499911,0.46694498729430706,0.44481064172084667,0.36239912404725066,0.17890887062984764,0.1538900930218121,0.14690910992099032,0.09548757937205285,0.09015462356210596,0.4475819243348874,0.4675301393671123,0.4530521721268899,0.44926574743841374,0.27001972420577913,0.25773667873963074,0.309343157317189,0.3216614724212018,0.16532459353460865,0.3142791803735132,0.3648905011426927,0.21792979845654128,0.48490644899985585,0.4607739897366048,0.45747333476996804,0.43805352346289594,0.3796917608940445,0.48478056277620385,0.27032481052504576,0.17796866267829045,0.17186134515608953,0.19746904288149617,0.37220953500982495,0.28649141484728213,0.27614879575980855,0.31946311832981494,0.4541188732249713,0.454451391123738,0.4150227785416077,0.4257971858192519,0.14262196208476985,0.1551557822534127,0.1369166041877691,0.19486067386228478,0.16559486970689932,0.1555542072569121,0.157520744641475,0.16066987309342978,0.9999171982497804,0.9999667016934828,0.5864150317822111,0.9985274915778243,0.997499950524312,0.9982054446440563
2107.47833028,0.468557595583928,0.4470643330471781,0.36384622162474006,0.17886747195260264,0.15370271106997846,0.14635591630929537,0.09534586896652075,0.08989443318980413,0.4493476190588744,0.4693726939173428,0.4553722766753434,0.45108972849537726,0.2714869629670311,0.2587930940586446,0.31081331827273967,0.32266966289977517,0.16472576750944823,0.31371030696064445,0.36413226801657506,0.21783833726810478,0.48335721332168724,0.4601954179885877,0.4545259169273273,0.43696091257959596,0.37940693292221256,0.48178025641989963,0.27238415190158544,0.1782348400760611,0.17297140026301872,0.1989520965377418,0.37359153381754867,0.2870341621367299,0.2764561429202852,0.3194283873909598,0.45547071690220364,0.45588413610222545,0.41629269897068133,0.42727567886458284,0.14203933582300413,0.15474433895567002,0.13623249875094331,0.19428758239270408,0.16517024054716514,0.15507497641508045,0.1573324536876963,0.16025912397733053,1.0000704321816627,1.0000547010842828,0.5881528256444449,0.9986146448277389,0.9973265608112368,0.9979587005912209
2116.41133382,0.4695597738592021,0.44868698120368505,0.36463110088672507,0.17886895984111412,0.15352593856098024,0.14572342306285177,0.09509557056871915,0.08973152876283107,0.45119242841931917,0.47113619925922373,0.45769635951854865,0.4526429674318535,0.2728417111638513,0.2598326199020736,0.3121209837223155,0.3235813259184803,0.1638392698397635,0.3126574457514199,0.36310153193847416,0.217734578655125,0.4816303496649112,0.45961144619291006,0.45121971778369996,0.4358512454528036,0.3789491682987059,0.4783519551940476,0.2738817704574333,0.17837823726786428,0.17389693905762776,0.20018199453163177,0.3746472725761322,0.28730827638139866,0.2766955777989751,0.3194407369282138,0.4563189043752365,0.4571049663320107,0.4175906349069934,0.4288014545089713,0.14146669683076907,0.15417744437191352,0.13537260440164806,0.1937503562651171,0.16470675199939724,0.15472822260369706,0.15728883503526966,0.15980739006611877,1.0001491693721616,1.0000977804927509,0.5897908581750076,0.9983934905333062,0.9973149826624923,0.9978701642620663
