,10_Otago_00001 10_otago.,10_Otago_00002 10_otago.,10_Otago_00003 10_otago.,10_Otago_00004 10_otago.,11_Iceland_00001 11_iceland.,11_Iceland_00002 11_iceland.,11_Iceland_00003 11_iceland.,11_Iceland_00004 11_iceland.,15_Oxia_Sophia_00001 15_oxia_sophia.,15_Oxia_Sophia_00002 15_oxia_sophia.,15_Oxia_Sophia_00003 15_oxia_sophia.,15_Oxia_Sophia_00004 15_oxia_sophia.,2_Atacama_Red_00001 2_atacama_red.,2_Atacama_Red_00002 2_atacama_red.,2_Atacama_Red_00003 2_atacama_red.,2_Atacama_Red_00004 2_atacama_red.,3_Sabtha_00001 3_sabtha.,3_Sabtha_00002 3_sabtha.,3_Sabtha_00003 3_sabtha.,3_Sabtha_00004 3_sabtha.,4_Watchet_Bay_00001 4_watchet_bay.,4_Watchet_Bay_00002 4_watchet_bay.,4_Watchet_Bay_00003 4_watchet_bay.,4_Watchet_Bay_00004 4_watchet_bay.,4_Watchet_Bay_00005 4_watchet_bay.,4_Watchet_Bay_00006 4_watchet_bay.,5_Granby_00001 5_granby.,5_Granby_00002 5_granby.,5_Granby_00003 5_granby.,5_Granby_00004 5_granby.,6_Hydrothermal_Clay_00001 6_hydrothermal_clay.,6_Hydrothermal_Clay_00002 6_hydrothermal_clay.,6_Hydrothermal_Clay_00003 6_hydrothermal_clay.,6_Hydrothermal_Clay_00004 6_hydrothermal_clay.,7_Oxia_Teresa_00001 7_oxia_teresa.,7_Oxia_Teresa_00002 7_oxia_teresa.,7_Oxia_Teresa_00003 7_oxia_teresa.,7_Oxia_Teresa_00004 7_oxia_teresa.,8_Mudstone_00001 8_mudstone.,8_Mudstone_00002 8_mudstone.,8_Mudstone_00003 8_mudstone.,8_Mudstone_00004 8_mudstone.,9_Congo_00001 9_congo.,9_Congo_00002 9_congo.,9_Congo_00003 9_congo.,9_Congo_00004 9_congo.,00001 Standard.,00002 Standard.,00003 Standard.,Standard_retest_00001 Standard_retest.,Standard_retest_00002 Standard_retest.,Standard_retest_00003 Standard_retest.
1299.91690127,0.3346512612584589,0.3799311402845917,0.26798229064069495,0.16881478471170236,0.15718429603836828,0.14560486412705634,0.09528062182764724,0.0945757102592267,0.34289557066916865,0.35384727945206124,0.3406981854130905,0.3435102076407868,0.2668428703020609,0.24749603336098924,0.2955285364263814,0.3007476697759174,0.3400895502732989,0.4707368944114125,0.509330130438903,0.41440384627767424,0.43326514574348785,0.42736964075910483,0.46195461459050713,0.4174735215932726,0.3570005911913132,0.472441129568922,0.21205847425231963,0.16226113273695236,0.13505000317818108,0.15259420230762247,0.3929877643669471,0.3226156596719773,0.278983729306255,0.34235241118318466,0.3917863791813082,0.39023033625961534,0.37265801602790893,0.38847058968403536,0.11570102552991048,0.12382544569880134,0.11244124614134399,0.1596195801784274,0.12835782827613176,0.11647428168840429,0.12632752664622593,0.12896593348117194,1.0,1.0,0.4978755745815507,0.9942841157274216,0.9921167483232199,0.9935590670827754
1305.42577023,0.3363222133066344,0.38145188751335196,0.269326982785667,0.16964369945239646,0.15769770223301768,0.14603785720915155,0.0953680418185027,0.09471061116457155,0.3439533552774651,0.3550595682795421,0.3420008451595407,0.3447215782378231,0.2664594384960418,0.24713171489518615,0.29527757361265594,0.3004023531858807,0.33842271629976467,0.4694563605549936,0.5083633275891352,0.41332767318778935,0.4350162723307843,0.4278023112703505,0.46334943064812495,0.41807775056860597,0.3572217654345475,0.4736561883093842,0.21317310654473617,0.16298080035057966,0.13588030865619552,0.15331255748640585,0.3936356142797191,0.3231665286824735,0.2795055255751341,0.34305195246156545,0.3926177811977494,0.391079515005627,0.37331985161503617,0.3892722354939257,0.11615651121274828,0.12437864468032908,0.11285060742619138,0.1601218309598007,0.12895764326691492,0.11694890474140493,0.12691291750042386,0.12954738713116087,1.0,1.0,0.49834018040183276,0.9941534787190229,0.9920634079247818,0.9934224102763972
1310.93719838,0.3379874669501227,0.38297597840965214,0.2705163386079049,0.17053165223768812,0.15824992846895958,0.14651693384369036,0.09548159233044157,0.09484471559189109,0.3450334483130196,0.35627614628597004,0.34325057535686104,0.34598284993215805,0.2660700540107603,0.24683744208805386,0.2949676559244173,0.30011584162424326,0.3362358969213388,0.46785398601273986,0.5070481391140375,0.41182009296958744,0.4367025044070338,0.42825198102115924,0.46478491134776945,0.41870764679315303,0.357468397652903,0.4750176245237745,0.21427950437648474,0.16365607153852388,0.1366982700598008,0.15404398911287948,0.3942858553794641,0.3236661904767599,0.2799644263724766,0.3437112826829165,0.39347463944296623,0.39196366618074546,0.37418811791597495,0.390087642455727,0.11661605080719434,0.12490658005658384,0.11329789489161778,0.16066811906112008,0.12958454819074872,0.11749458191433362,0.12751751158159721,0.13014316087798955,1.0,1.0,0.4990240954628178,0.9940415915957307,0.9921302328558561,0.9934568317180058
1316.45116775,0.3397910826688631,0.3844205443227357,0.2717369276069781,0.17141352281047528,0.15876547691430898,0.14700964195687793,0.09558011317513672,0.09504487571429693,0.34616199135898,0.35745907400206817,0.3444644413225383,0.3472238314145364,0.26575231324462695,0.24658327368177865,0.2947004715797563,0.2998115990619412,0.3335634829077502,0.46588297247258764,0.5053138196474976,0.4099862038928367,0.43827011676640837,0.4286437790687256,0.4660721855233081,0.41940411225619895,0.35768369211114676,0.4762550788465735,0.2153386193574981,0.16429433248560296,0.13746921984187882,0.15478543210484433,0.3949115369985349,0.32414825417639925,0.2804152767534306,0.34432917657856127,0.39430311809248414,0.39288972699958175,0.3749275898808792,0.39088405672450655,0.11705838848411794,0.12544487468583612,0.1137713781826294,0.1611971223757529,0.13021428229933438,0.11799024785904652,0.1280819323907648,0.1307479280598639,1.0,1.0,0.49962537763594894,0.9940273839687951,0.9920413255392411,0.9931291937489474
1321.96766053,0.3415712299232281,0.38568389007665094,0.2727865727618844,0.17226864186286725,0.15929691953631173,0.14749454655349054,0.0956875869311827,0.09520389792658508,0.3472080889810129,0.3585963833391465,0.3455972629455231,0.3484130840814578,0.26537197459689793,0.24634653005619767,0.29429233043185204,0.2994649540299104,0.3302411233476386,0.4633538732046787,0.5032048539381297,0.407704807484763,0.4396880717572443,0.42898923810847833,0.4671080450810249,0.41993234356207737,0.35778400180995434,0.4774152571121107,0.2162996402072549,0.16488475871300556,0.13815539858347883,0.15548984690954992,0.3954500838625457,0.3246121377108162,0.28075933849417706,0.34483996585281446,0.39514420680186796,0.393732694835228,0.37568376872171844,0.39147816673600355,0.1174901410475213,0.12594068931340754,0.11420994580402409,0.16164932404196153,0.13083741344123023,0.11844921019779622,0.12864419670732238,0.13132339476175872,1.0,1.0,0.5001911025586768,0.9940192161296574,0.9919423989870261,0.9931430155945664
1327.4866591,0.34313364374067246,0.38685358681262416,0.27390268228784326,0.1730901638350045,0.15977588463369952,0.1479464417861988,0.09576001508811044,0.09530930792579842,0.3483207509690456,0.35970902470705457,0.34660516835315314,0.3494653407801323,0.26497249388340066,0.24607279969394463,0.293908223775717,0.2991280699484512,0.32629552621388136,0.46047548549117406,0.5004972053329473,0.4050326154942618,0.4409862943781255,0.4292009331622486,0.4680027803661762,0.42038764149129676,0.3578015912266713,0.47843388044782914,0.21716528517859934,0.16541107302855823,0.1388624248299455,0.15614577331120552,0.39584800291900574,0.32496061628215706,0.28105369082597953,0.3452772495943644,0.39593764176989976,0.39448626387579594,0.37623810881639247,0.3921338575860341,0.11794125853247878,0.1264034310464207,0.11461800480171357,0.1620494523342394,0.13144941040817784,0.11887166218937889,0.1291607905316758,0.1318598720743181,1.0,0.9999864355201622,0.5008026467750809,0.9938148992402109,0.9919605333291944,0.9931060850476896
1333.01349556,0.3446062027619969,0.3878755388836563,0.27491719076136417,0.17382963988622277,0.16025322080690946,0.14838593635221128,0.09581610015021562,0.09539647794152199,0.3493728669226234,0.36085651308908445,0.34762961134050535,0.35049076708675136,0.26455087331642,0.2457177785835971,0.29348596809171656,0.2988048423382059,0.3218153034975779,0.4571237001358922,0.49713773556795543,0.40187764356813777,0.44220447428021575,0.4292619270931147,0.46863332663171164,0.42059460708827046,0.3578698728688874,0.47924330065409154,0.21801144685676793,0.16590707826620704,0.13951034954188682,0.15669665274488423,0.3961878992760433,0.32531957376784537,0.28129248323589734,0.34558120418564237,0.39668894602650784,0.39505643757078257,0.3767436933780998,0.3927344949442039,0.1184265270996559,0.1268200877112253,0.11499314959491383,0.16245830557162103,0.13204937353846774,0.11930057551453695,0.12967613799772024,0.13241085944901776,1.0,0.9999810876628948,0.5012659833982813,0.9939214434213303,0.9918618225747177,0.9928478135569058
1338.5688161,0.3461251591966636,0.38888288620492656,0.2759233906633084,0.17458157805114227,0.16078396133397302,0.1488854452815519,0.0958816956205012,0.0955575587102408,0.3504581426880026,0.36204352155808717,0.3488250479001659,0.3515745241258456,0.264208110533867,0.2453969782307672,0.2931391549385663,0.29849100596405115,0.31696390831656773,0.45347032851480396,0.49337156051416325,0.39845649701395736,0.4434680347579707,0.42926572642153854,0.46924578682458523,0.42090844211017453,0.35797442606943053,0.4799608765365755,0.21883670913553316,0.16644397114315093,0.1401076791957765,0.15725051420978206,0.3965152039424341,0.32561308735366923,0.2815094990206056,0.34587626700688473,0.39745231421166977,0.39571893375193967,0.37736226181740634,0.3934309103099316,0.11890686801750813,0.12724755745930855,0.11537694914569714,0.16297716497334971,0.13264182710284375,0.11972319150884154,0.13021276044741836,0.13298617889845463,1.0,1.0,0.5017938425151669,0.9939621241401518,0.9918126286105585,0.9928667986606841
1344.15282419,0.3476402608884605,0.38985273288776656,0.2769961195669089,0.1753103067801124,0.16138770559642152,0.14942673343298152,0.09598928876726678,0.09572641189541187,0.3516423398252817,0.3631365950591836,0.3499051068567891,0.3526800133528341,0.2638885774286976,0.24506793891843887,0.29287339256400396,0.29814490853758757,0.3117422903005338,0.44943147974974157,0.4893735480303852,0.3947294641921743,0.44472787932155683,0.42935572331527655,0.46984918879633564,0.42114042583200256,0.35820133432968726,0.48064683001546066,0.21972347005152862,0.16695174408778002,0.14065796331366623,0.1577748140621081,0.3966846665970547,0.32580895302054685,0.2816751434225365,0.3460788041751331,0.39821014639020025,0.39647546381335325,0.3780615650023131,0.3942133276126113,0.11935338407972007,0.12767376499707198,0.1157189441161349,0.1634699977266106,0.133235395110552,0.12018181846102546,0.1307592087068061,0.13349644401838662,1.0,1.0,0.5022671460614864,0.9938019200401375,0.9917461689786063,0.9926907826495414
1349.76572543,0.3488850280035592,0.39062362759390334,0.2779723616135094,0.1758575050535149,0.1619847051965668,0.14995286487881768,0.09607736469253422,0.09586695829656348,0.3527635630878409,0.3640946382696091,0.3508556031004606,0.3536806427746334,0.2635767611300242,0.24468969793795764,0.2924343836400971,0.29770511614054995,0.30638908224269207,0.44513832291180117,0.48503951033190956,0.3907802877894108,0.44570474867659504,0.42940269241595064,0.47006619548647943,0.42138993593681,0.3583651066906943,0.48099253468765507,0.22050303548436753,0.16736562093938262,0.14116104656647,0.15820856666678018,0.39657137190691194,0.32579330963499675,0.2816688909119954,0.3459547227172114,0.39900424432553416,0.3971323501811446,0.37869811553154387,0.3949157234992064,0.11969957042912555,0.12808521018313027,0.11598957960850119,0.16386434105660994,0.13380898709460115,0.12063749496982885,0.13126631547632356,0.13398760614119906,1.0,1.0,0.5027877922568913,0.9937125858082849,0.9913849034232949,0.9925525500813156
1355.4077275,0.349955092956698,0.3911530071666301,0.27881328658229626,0.17636994505397333,0.1626869104114866,0.15040273298733278,0.09620485361509469,0.09601568607946456,0.35372191816842263,0.3649843699844926,0.3516631469533814,0.3544696430766907,0.26323770935388935,0.24432514281115683,0.2919790844334061,0.29732315930663855,0.30109345966641576,0.4410626606256376,0.480624055715005,0.38689174835437734,0.44653706231858614,0.42943962909147076,0.4701871558277796,0.4213867799157362,0.3584735649883231,0.48115537565640804,0.2211592382149607,0.16771202396430268,0.14161118303392045,0.15859493474809613,0.39613994969212807,0.3255385755614793,0.2813493918612818,0.3455735283446927,0.3997858388107729,0.39796006622814917,0.37932945033232884,0.3955793313871724,0.11998352585141497,0.1284812527748224,0.1162660301121122,0.16415009147930004,0.13432541189752914,0.12103495870020241,0.13173758446459893,0.1344363756872658,1.0,0.9999703787502692,0.5033719093481497,0.9934225366834044,0.9911207767218065,0.9924366649199464
1361.07904029,0.3509195081432481,0.3915166250907445,0.27949990816973963,0.17690348239097972,0.16344360901853042,0.15083666178826213,0.09636776872436045,0.09618043026314994,0.35436173558109496,0.36568247702152995,0.35222075774300354,0.35505839486134666,0.26292213704052836,0.24400904761766987,0.29159019108932094,0.2969325244583433,0.2961545523461085,0.43720571299179156,0.476592057475725,0.3830737926888932,0.44716856927087023,0.4293493582157776,0.4700628309276646,0.42131363802302224,0.3584996128878751,0.4812609876529175,0.22159668157483495,0.16798199626467542,0.1419870327916238,0.15891263334274042,0.39537908295915863,0.32484161953256446,0.28067095926976166,0.3447965342173875,0.4004812090182119,0.39862523930902904,0.37990156473109765,0.3961717439148398,0.12027830949026264,0.1288203866275542,0.11651172131662525,0.16439473800985382,0.1347530730925797,0.1213820308377294,0.13216806276074206,0.13485783875984078,1.0,1.0,0.5039359649181231,0.9932841980572656,0.9909409379248421,0.9923384874897027
1366.77987583,0.3516737800845247,0.3913043607279954,0.2800009782882354,0.17727996510445446,0.1641577801116349,0.15132767113410217,0.09652578329153096,0.0963507861311223,0.3544607056220015,0.36579142100428946,0.35237851009648413,0.3551560502284944,0.2625772779244564,0.24371186273894482,0.2912087611000801,0.2964939975979866,0.29134788124790406,0.4333333458132719,0.4725203399100554,0.3791669357666788,0.44747608945121387,0.42909370713259315,0.46960852166506306,0.4211340356369111,0.3583183149293736,0.48116127856818686,0.22173410300038737,0.16812945117887848,0.14226050024284198,0.15910256406399753,0.3939903209062515,0.32366839190101415,0.2794085230657491,0.343340887767498,0.4010698325983696,0.39917192187195144,0.3803704954465846,0.39669617434133997,0.12044385809326216,0.12903169192542913,0.11669836329911838,0.16458861608669922,0.13512689337551356,0.12169087683149288,0.1325797222374455,0.13518766328301443,1.0,1.0,0.5044560738642161,0.9931607324456059,0.9907603542908838,0.9923564975850195
1372.46681289,0.35184391538204557,0.3904389371621507,0.28035928836940716,0.17731422933441318,0.16476169789175016,0.15183366349084493,0.0966834085022606,0.09650651015069929,0.3542395886259406,0.3655196661696152,0.3523514383123364,0.3549331058285708,0.26215672088872943,0.2433409853662867,0.29070000727630646,0.29602709319140513,0.28653512984151347,0.42934512926382024,0.4680010531148858,0.3751940259253142,0.4472785440095482,0.4286563910510835,0.4688797624133308,0.42060459131918704,0.3579788858069468,0.48057218948746366,0.22170885265485377,0.16806257237451766,0.14230259937696635,0.15901364107380517,0.3916753681956871,0.3215356214524373,0.27760814803345135,0.3410248055601155,0.4015768260614933,0.39960781371220916,0.38077579380352455,0.39711873419615096,0.1204837547822758,0.12913491182662554,0.1167363825309764,0.16463957345427857,0.1354410057611201,0.12195282062263615,0.13283715494355788,0.13539615209279374,0.9999618613919122,0.9999002399250324,0.5049544166818003,0.9931374635413833,0.9908181378739317,0.9923736107203553
