Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
Reflectance,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---
1428.79233216,0.8893356267075263,0.8436496491515746,0.8981028969405815,0.7261983011679123,0.41226865649781647,0.4325197426996345,0.5116502703034895,0.3823992027514833,0.5188456139121684,0.25377558554788815,0.452481432048463,0.8155606581665126,0.30344594804141,0.3903433573082106,0.8583694523759159,0.5461007399698976,0.48276113902749296,0.667542073154713,0.4837083109915594,0.5640769277691139,0.42607979176486027,0.681522192618644,0.609814439411496,0.6311971329998924,0.6708440457628232,0.742685038831225,0.8583895238684893,0.5610928015542379,0.7680634702434753
1434.4964439,0.8895258255300672,0.841058853448731,0.8970443782607805,0.724309192782469,0.4145209066677734,0.43335173448012543,0.5381005537427979,0.38441051045592545,0.5128308306651633,0.256393071013108,0.4601831357617386,0.8155648558893261,0.3044736113035521,0.39165645006939387,0.8785603635684247,0.5516474281727092,0.49317421450792165,0.6688165322307278,0.4867632109060527,0.5732774128717657,0.42900175903057025,0.6926720932931635,0.6136529131292661,0.6424863173088086,0.674632829413345,0.7226283643085882,0.8583161705555751,0.5478383964623816,0.7620649862647327
1440.21938683,0.8897440809879009,0.8384406102313677,0.8962579220380313,0.7230941309169759,0.4166353153042809,0.43425768226564204,0.5719440523164202,0.38648015180360884,0.5062576657595633,0.25906866319048283,0.46779503070939243,0.8165505855510011,0.3054405607867693,0.3932249499863089,0.8907120821245984,0.5560698311253547,0.5001469996036088,0.6704116721074364,0.4895398667752247,0.5806726578178316,0.4364145295159403,0.7026736463749067,0.6174801203729262,0.6588655974551606,0.6850078592956043,0.7002981990973158,0.8569506623615945,0.5360672988430321,0.7587698713064814
1445.9515979,0.8899174963755272,0.835957576285796,0.8957563906060364,0.721744501543309,0.4184310491203874,0.43485106926737577,0.6035967484899551,0.38839977973516504,0.49946804877556145,0.2618437672419641,0.4751745608538358,0.8171321723321721,0.3064827088949139,0.39497157752098494,0.8977688156960819,0.559577062566941,0.5053891274290834,0.6720717146341475,0.49196398873418185,0.5857632234688378,0.4467821312323562,0.7106708482029841,0.6216409948441722,0.6600272025320215,0.6981505202658853,0.6837066526407227,0.8543167792287705,0.5253973738544809,0.7582931518006273
1451.69304835,0.8900094782775411,0.8335879911056285,0.8957520853723102,0.7189830670724235,0.4197423595886267,0.43540890100215485,0.6272629818718272,0.39043352652928354,0.4927160105207087,0.26454166636499926,0.4825509463451892,0.8172704715098728,0.30749642262115584,0.39717314282846267,0.9025181378879289,0.5626999686224924,0.5093033037327123,0.6737751504897808,0.4940997405847517,0.588740071712909,0.4553999254140387,0.7165611954519905,0.6254397539112846,0.6484163661760138,0.7123156154171812,0.6824405440093084,0.8492512644468637,0.5157576662642139,0.7596510082504567
1457.44370948,0.890165052229756,0.8315182026286695,0.89567016205529,0.7149948655355601,0.4208269941218081,0.43591338287495673,0.6399153930541056,0.39231180930315035,0.4859020549928062,0.26742331592334784,0.49001474346589025,0.818124623587901,0.3085179346466748,0.3993806652093198,0.906711461183479,0.565697432850662,0.5121446504989474,0.6752760002289023,0.4958042491221159,0.5904583808837546,0.4607621520644974,0.7206494786231589,0.6284746031353935,0.6332082571453955,0.7247411871975985,0.6919692876064623,0.8408363471937785,0.5071483311201109,0.7617352364675156
1463.20355265,0.8902393473534529,0.8297627437760905,0.8959661840420875,0.7085594484952855,0.4226236455143292,0.436422971478308,0.644447951578313,0.394055830746613,0.47875735362967575,0.27037392287218825,0.49755110658221724,0.8195284521314724,0.309448215522065,0.40147498089350897,0.9098601238113204,0.5682568932617821,0.5145539398668444,0.6769297457209915,0.4973519546827201,0.5925915669853552,0.4642976715922186,0.7248003627691018,0.6307758348330311,0.618078543818959,0.7325475360735019,0.7015942387496347,0.8289612359530487,0.49937450960447144,0.764153475842172
1468.97254925,0.8905904575501371,0.8281138649389695,0.8966034451688081,0.6981908543355461,0.42561344951568636,0.43677840853520067,0.6533136208829651,0.39582254167524644,0.47171545092108497,0.2731822135485928,0.5053800140245047,0.8203915761855491,0.3103854252615018,0.40353715586640965,0.9123388802710097,0.5707818969143188,0.5168538131554605,0.6787057669478277,0.4985953039836806,0.5952635926316783,0.4679048855597326,0.7314296482037165,0.6328799764549657,0.5955722477662954,0.7356141074455016,0.7081671722998129,0.8155613907679493,0.4924352907922145,0.7666776252539296
1474.75040717,0.89130849950777,0.8265111231972255,0.897303695818085,0.6850542256170142,0.4294531316194103,0.436566239291453,0.6750792449841191,0.39755319366632014,0.4647174084911939,0.2761684144871604,0.5133135581028416,0.8214260155305237,0.31137714948768264,0.4053642301545539,0.9150175927622956,0.5734247193283101,0.5192469555829279,0.6807780078099809,0.49984760463419275,0.5991045908771895,0.47187989622737303,0.740898398485231,0.6352897440681237,0.568107483486351,0.7373907882060853,0.7119389810002451,0.8045377656850458,0.48668274786694526,0.7696308722109165
1480.53455271,0.8913914712414763,0.8251168803535442,0.8981708456875477,0.6793932227855617,0.43349220006545147,0.4359221032876329,0.7023580431065772,0.3993471655552659,0.4575407016172599,0.2791639182281098,0.5211355625129979,0.8226416224224781,0.3124389732029685,0.40719308922725667,0.9171967724959031,0.5759701811519877,0.5213858964705342,0.6831806696654139,0.5015048145945205,0.6028074563473145,0.4759232474411797,0.7513844080263298,0.6378054761058137,0.5734420459065755,0.7434496951648399,0.7132116664550701,0.8024758947933879,0.4820217590071696,0.7734112238124728
1486.32495713,0.8913776358664649,0.8237060160910799,0.8995490848524176,0.6881429192308912,0.4374896159043661,0.4352826381893016,0.7273574038279591,0.40090983678981884,0.45035748947671295,0.2822467043149266,0.5289203763375588,0.824239793055171,0.31356907308689735,0.40875024046803327,0.9189484253312762,0.5781543953117778,0.5231845644603496,0.685537830811335,0.5030371390606888,0.6058390117598759,0.47953744533678716,0.7611100793312753,0.6402902758119199,0.6184278867251695,0.753361297321085,0.7124291703203791,0.81281339710848,0.4779656392173955,0.7774645013791822
1492.12159183,0.8918515962464708,0.8224742472863299,0.9004133487259874,0.7030199224342529,0.44132805611707354,0.43413026621288664,0.7486661180580904,0.40258523537059576,0.44324132675985023,0.28544987779499625,0.5365755216622499,0.8253577023945329,0.31464068112250954,0.4101742982403934,0.920164873865064,0.5803616752604797,0.5246492041212255,0.6878701654995459,0.5044106912049916,0.6086280287798383,0.4827896656603399,0.7697704377016167,0.6419495747854477,0.658307026500451,0.7632859555117745,0.7129895988578178,0.8272732277016075,0.47382415326833227,0.7819501263374558
1497.92442836,0.8922394456239738,0.8214890694563347,0.9007063184759085,0.7141175964611062,0.44499294001959566,0.43228699348288674,0.7660909848223635,0.40435608438945475,0.4361408452179836,0.28881645286821866,0.5440431390316582,0.8252932397438001,0.31551591909406684,0.4115139351239065,0.9208752347803145,0.5826609201666061,0.5256636680398314,0.6903758210480627,0.5056314674886347,0.6109734105447925,0.4856256548688273,0.7775875288316827,0.643359932786756,0.683577906250807,0.7726088216788648,0.7193048703055366,0.8366602865322877,0.46951671203640655,0.7864200273419439
1503.73343845,0.8924849180313148,0.8203729399233535,0.9011683008545572,0.7203982576997908,0.4483562121128394,0.42993679988460215,0.7798575453093342,0.40607474078254474,0.42884836158989265,0.2922012804846925,0.5512400610964652,0.8251523159694413,0.3164153378323891,0.412566063617386,0.9222427426944617,0.5848069875164522,0.5263299401873631,0.6928842021118791,0.5067768938625056,0.6131220658158394,0.4882575599042409,0.7845281775300913,0.6446613757116657,0.7035780536621578,0.7814039761032525,0.7299358229962817,0.8412092850072265,0.46483887657131795,0.7906405644046212
1509.54899004,0.8926345390365291,0.8194720453596183,0.9016118955570122,0.7242555954129254,0.4514020535293135,0.4273760365225444,0.7914419590928434,0.4076581549175699,0.42163234297569413,0.2955316299429165,0.5583074185893063,0.8253985069372721,0.31740636374666464,0.4136556040258009,0.9241250217197922,0.5870936753007124,0.5273696734767336,0.6956492337295406,0.5079322874124503,0.6153567031348465,0.4905583954162361,0.7908136141310192,0.6456050900655383,0.7224595243664743,0.7889914431785777,0.7397031180263994,0.8436904833276738,0.45968134442339603,0.794619165686786
1515.38336105,0.8927421103867688,0.8188846699561863,0.9019153161582305,0.7269918142771896,0.4542587231012796,0.4247707645940537,0.8016606548521945,0.40918979634462077,0.4145392331229979,0.29904015647629384,0.5655329519484329,0.8264850864278103,0.31825619035707814,0.4150096400071378,0.9253655738345488,0.5891706780145385,0.528113493435054,0.6986137432287024,0.5090460729326942,0.616854632315554,0.49272180173462754,0.796543082531602,0.6464155843877248,0.7375422048631898,0.794444678625223,0.7458051302951111,0.8442867663258788,0.45424202855684626,0.7981902864281395
1521.23658861,0.8929093061458402,0.8185892489970419,0.9020379758693561,0.7290481798567872,0.45681240501780285,0.4220360634332972,0.8112256146935006,0.4107431208387642,0.40729303831838787,0.3025072245243641,0.572539889054874,0.8274965587706278,0.31919965262308286,0.4161658770955162,0.926140932405586,0.5910230303490832,0.528757639840712,0.7015322895381013,0.5099174379877893,0.6184848644708005,0.4946478673209273,0.8017952665110697,0.6469016233251927,0.7480396203900992,0.7981079030445414,0.7483368759435124,0.8436530266925043,0.4483184778099642,0.8013113104617449
1527.10870977,0.8929847497048954,0.8182464151799856,0.9028322795507182,0.7305070502638926,0.45920260342015934,0.41906705908714875,0.8196778572933695,0.4120275428151782,0.40023954560760044,0.3058930811145838,0.5796010915014218,0.8282253281565506,0.32014263693195877,0.41734416971494037,0.9268951742450399,0.5926128349175426,0.5291345474190792,0.7044358229213902,0.5107404439832675,0.620106094252823,0.4964008944423532,0.8067489187657948,0.6466594780235888,0.755234849297031,0.8001728372757025,0.7484636116944399,0.8429144526560063,0.4421319458257108,0.8039969906212805
1532.99976154,0.8931040783806985,0.8180587245863591,0.9040341418992716,0.7315905347569652,0.46130256204421505,0.416131454029082,0.8268842186969353,0.41326755266321574,0.39312256937926554,0.3094285202771619,0.5866504242721172,0.8286662365083457,0.32093544316105255,0.4185166786236788,0.9279609755432814,0.5945172600482413,0.5295028296084879,0.7069707354966096,0.5115793827842174,0.6213393569806057,0.49786874495556516,0.8115102552129028,0.6461013720584305,0.7602156657134825,0.8014868660191593,0.7480664867705294,0.8421255961761996,0.4358389303628409,0.8064742247330784
1538.90978084,0.8932772228687215,0.8180154322844315,0.9050302839003851,0.7321442738859787,0.46324144933272543,0.41402770709773595,0.8327434962103137,0.414533771748604,0.3860059580688333,0.31294938187065674,0.5935260495025884,0.8296458265829741,0.32170879267192776,0.4198041773035028,0.9287890280261231,0.5969479892822636,0.5302300242623502,0.7091849435085672,0.5124124941853211,0.6227265550387299,0.49941469064417204,0.816090001392687,0.6464944630252433,0.7644818387132123,0.8036419755847769,0.7496449760085954,0.8418294263229784,0.42962781306324743,0.8086650046879545
1544.8387776,0.8934757101651163,0.8182452079783197,0.9052617686673575,0.7326277885411601,0.46500372516133975,0.4148354545033685,0.8381964536413563,0.41581798979313067,0.3791527845215754,0.3164017779977367,0.6002012879886431,0.8306246745267937,0.32259161973923767,0.4211858045256493,0.929825120045629,0.5988546717852197,0.5319075395435644,0.7107926278189505,0.5133143017668811,0.6239296160061025,0.5006933328519309,0.8205888558446983,0.6484150601032502,0.7675318876041638,0.8071136436008991,0.755483784007997,0.8420662973070424,0.42454767462329696,0.8105249798235357
1550.78660554,0.8934976717376669,0.8187639827190107,0.905684683714071,0.7332693147031217,0.46654027142614773,0.41866075844452566,0.8433585662064588,0.4169778922010401,0.3722497633382658,0.3198305899658332,0.6066717623095995,0.8309849107711977,0.3231953107792788,0.42267538196945514,0.9304547616009657,0.6005776129572711,0.5337744596376771,0.7120150762056155,0.5142150505764881,0.6244365928959369,0.5019419308574373,0.8244162792420741,0.6508831300034061,0.7695446400004282,0.8121996992530081,0.7653767388977347,0.8430844429086344,0.42186588048379625,0.8123173662838559
1556.75329898,0.8936602466602375,0.819369229378672,0.9060668540811515,0.73391929996849,0.46788505159283583,0.4243992001728503,0.8477649682830481,0.4180056271281333,0.36542183374057324,0.32314626505532373,0.6131424664461698,0.8314402278706532,0.32384118340370366,0.4241773824008391,0.9305972747134383,0.6021380356521857,0.5356760472825322,0.7124880911017417,0.5151188536787396,0.624937740798479,0.5031392308450898,0.8279230664008657,0.6527388308126957,0.7709055025672055,0.8175887912545216,0.7772487099107213,0.8446857405491767,0.421297462097643,0.813862003978687
1562.73889214,0.8939598958756525,0.8199274209265588,0.9067170718898006,0.7344328065976361,0.4690291515822272,0.4305966814116927,0.8514595567818088,0.41919455650066545,0.35863276345168044,0.3262856529740031,0.6193989390662162,0.8320998825211099,0.32452447039415294,0.4254828083656797,0.9309176951620143,0.6038519923748197,0.5371065521462541,0.7127847615482923,0.5160838965384231,0.6259715888257467,0.5042961504532433,0.8314039923454111,0.6540442170225281,0.7717917486266208,0.8225592157964742,0.7883146954854873,0.8473978735203134,0.42134031203924277,0.8154053671081577
1568.7434192,0.8938400778617713,0.8205838861842948,0.9064486674010198,0.7348785558368335,0.4699847403203868,0.43640787542712234,0.8547490086178572,0.42026312743951927,0.35200252908446983,0.3293609479446003,0.6255830395662285,0.8322790527421201,0.32508626213686326,0.4269705422698222,0.9315793206848786,0.6055170687852703,0.5385092353259847,0.713303170352268,0.5170994987346935,0.6272351391235267,0.5055917425364416,0.8345781214138809,0.655135145294539,0.7717903374147612,0.8267173573881319,0.7976219851501503,0.8503351299363131,0.4210340069465379,0.8166812809823386
1574.76691423,0.8939297960072228,0.8215152075611528,0.9061164418184856,0.735082534527747,0.47080963557655026,0.4417524010840424,0.857814836797273,0.4213699299463133,0.3453439504559693,0.33267908505742894,0.6315271342795923,0.832198364523883,0.32560778765537535,0.4284754183080687,0.9319226284628498,0.6072570489491589,0.5401877992194207,0.713784084113701,0.5179126867778063,0.6286012374710443,0.5066816904667121,0.8370017940561546,0.656139268290677,0.7715540103766977,0.8305338048591627,0.8055582507698525,0.8534153417299856,0.42010635588590745,0.8178768660347893
1580.80672696,0.8939606932659718,0.8220995062622581,0.9062639566891101,0.7352361271152593,0.47142946306278843,0.4469153027329241,0.8611384040469954,0.4224171163177437,0.33875156206992063,0.3358801198393488,0.6373993570000586,0.8323638024518821,0.3261598069664076,0.4300871658280409,0.9323629206641071,0.6091965680083394,0.5420148938315609,0.7143568002153269,0.5185661584147252,0.629156062317295,0.5076177106415992,0.8393738400618486,0.6570855971486463,0.7709622335663838,0.8334946142446176,0.8130464006271326,0.8561700030447787,0.41854439573090746,0.8189029390067337
1586.85843732,0.8940877486551511,0.822476185997884,0.9066870190010317,0.7353344342000827,0.4719471116422132,0.45189749877967916,0.8644203603103692,0.42335566363459154,0.33239079325619586,0.3392072678111567,0.6430079252106972,0.8326676659177799,0.3266518517453324,0.43174387768564654,0.9323101484665105,0.6109536672716421,0.5439382382974164,0.7147567521187461,0.5192217281269679,0.6298035652449683,0.5085272623837422,0.8416884926001209,0.6577385685110297,0.7702846154575278,0.8357023285300946,0.8199052838639226,0.8590038356764366,0.41631247320366277,0.8200189195909483
1592.92202448,0.8945600138822262,0.8227504421336829,0.9069325512224427,0.7355582749783202,0.4723433171916188,0.45657304045276886,0.8669311826896716,0.4241775361437244,0.3261632706271363,0.3425661263331671,0.648263656431837,0.8326237392671195,0.32720647833863564,0.4332336156044039,0.9325148894053231,0.6125765779593566,0.5456871331710713,0.7152113097482639,0.519715244751072,0.6306565351062978,0.509313172011787,0.8441293964205474,0.6583240707009469,0.7695702582528751,0.8379564087753932,0.8261661544944988,0.8615954577294509,0.4138782455085906,0.8209062601371548
1598.99746754,0.8955450983760653,0.8230483751443698,0.9062856879252468,0.7352490096738877,0.4726041551645084,0.4609294798114598,0.8682447344379086,0.4249087506573985,0.3198881671359543,0.34584732289453834,0.6534114257615352,0.832573292656609,0.3278531506444144,0.43482526083499545,0.9329555418784673,0.6139293400186023,0.5472971683852501,0.7155565259616699,0.5204953138265349,0.6318950333872528,0.5102068421266601,0.8460166327435208,0.6591753502586537,0.7686797660594794,0.840735389237269,0.8325192131496515,0.8640674097025166,0.411484499692593,0.8218775703574696
1605.08474557,0.8958011329515813,0.8234235225419241,0.9058445924713576,0.7352641843993347,0.47273027185904387,0.4650120804536424,0.8698515974788563,0.42564546280068477,0.3136739814098278,0.348951031570128,0.6584833397527312,0.832661665687048,0.3285028568442833,0.4363486284244877,0.933244352896048,0.6154284645162821,0.5486659007837483,0.7156103074576635,0.5211547233443172,0.6327220613571123,0.5110018667598301,0.8475924606665126,0.6601338863724798,0.7672081908849121,0.8430727912303729,0.8388520722772294,0.8663499458770398,0.409243537425713,0.8226884430147771
1611.18383758,0.8956068210841406,0.8236354951679011,0.9060817798801972,0.7356758680603751,0.472823281654076,0.46885640632139286,0.8716105694104876,0.4264459599363161,0.30765002593903557,0.35213013753212735,0.6634703010727617,0.833065793481831,0.3291125549771858,0.437714447272414,0.9332556149507414,0.6173106018452522,0.5503863262953984,0.7155273579799724,0.5219915835043116,0.6332389376203026,0.5117101935099576,0.8487586851386595,0.660901688128945,0.7663556976562053,0.8446307639357055,0.8450407025307637,0.8682106683223797,0.40751296078262145,0.8235356530926915
1617.31109985,0.8955763724803011,0.8240228917244711,0.9066091325259855,0.735791477992234,0.47271636907737136,0.47240794050941587,0.8734453100580951,0.42688452010429007,0.3019670558733657,0.35536060029222505,0.6679734866664874,0.8331601836787434,0.3295675079472471,0.4390660074232562,0.9326537855657654,0.6188199814284051,0.5521625512260186,0.7154602134444487,0.522542382652697,0.6334645600998009,0.5123305518648116,0.8501155099368817,0.661516640870167,0.7658018320343142,0.8460173768219384,0.8507107130106083,0.8697422880900478,0.4065170649154703,0.8242542952120611
1623.47024896,0.8957514441435711,0.8237116782982798,0.9070327740228548,0.7356755780288937,0.4726423659757725,0.4758652899342446,0.8748356786366097,0.4270589390123218,0.2963473883865044,0.35856964797215934,0.6723626535068595,0.8329185803340926,0.32985066253660394,0.44044621806212736,0.9317864080402476,0.6200783758168249,0.5537425792318244,0.7150340192659649,0.5230293857257476,0.6332681366464111,0.5128523396895855,0.8513466678674352,0.6621031627420598,0.7650608956509731,0.8475030089195931,0.8555204631216919,0.8711460895160651,0.4061767872079414,0.8248857310895361
1629.66154068,0.8958226777066255,0.8235743856221918,0.9068879592702661,0.7357653288493433,0.4724067837818293,0.4795007341852754,0.8755633033894271,0.4273483344789814,0.29099105707812556,0.36158800224145893,0.6765481839686238,0.832628553635676,0.3300332963229539,0.44187217317885724,0.9312441118942841,0.621496131491731,0.555256836994348,0.7145973341083327,0.5237008966197654,0.6333349407618749,0.5133362409782105,0.8524706265213856,0.6626105109128424,0.7640254297565234,0.8486165113456406,0.8599666581735285,0.8721642831622112,0.4064178367180985,0.8255151719899274
1635.88523392,0.8964013915176615,0.8228643040406022,0.9064556726783823,0.7358281002065581,0.47209731485640916,0.4830342366041991,0.8758970568078855,0.42760186620880924,0.2858566618411781,0.364766244854381,0.6807354917727663,0.832563895875661,0.330253584538773,0.44337525054582694,0.9308605064184705,0.6231631749094633,0.5565480951226611,0.7144794861550772,0.5243097581720296,0.6338171812542618,0.5139582296497703,0.8537325704427663,0.6631260586126894,0.7629205944692878,0.8493655437226161,0.8644175788063567,0.8729954322158617,0.40744985449792875,0.8258965485383614
1642.14159076,0.8969264770021318,0.8221190363397188,0.9059485096691211,0.7359754992628121,0.47152123767145765,0.4866442723160434,0.8758090271389588,0.42811424445964436,0.2808862045333472,0.367775119285322,0.6846705861003608,0.8326263275143512,0.33047616967232324,0.4448803484695077,0.9308216399782527,0.6246623805948022,0.5576352155551303,0.7141825102973866,0.525003106001786,0.6341929437388014,0.5146312913869383,0.8546690609094594,0.6636276652269709,0.7616042848025522,0.8497047978034816,0.868099820719092,0.8741958253891844,0.4090677964066408,0.826205892072862
1648.57498892,0.8969736576293279,0.8214308706478387,0.9055806119997437,0.7359810264133453,0.4709721141518768,0.49032275258058333,0.8752842570986681,0.42842798810616367,0.2760569992556708,0.37075311744206707,0.6883470282506183,0.832725864981782,0.33074380634495143,0.44619136023290107,0.9304029360679728,0.6259060318477786,0.5588691119113843,0.7140344110672618,0.5255372103079976,0.634589447425933,0.5150722933745512,0.8549998786867782,0.6641719949525586,0.7595783556558512,0.8492566636966863,0.8709844444889333,0.8741987858756545,0.4106019193400848,0.8265204253994262
1655.33520858,0.8967663985091939,0.8206148001263941,0.9058376641613304,0.7359860287212905,0.47005043345464137,0.49414359977125477,0.8743574882211897,0.4286037690986223,0.27123529086097353,0.37411402659016296,0.6920363645810638,0.8325709337935201,0.331078504432117,0.4476589399636389,0.9301271251022463,0.626683508150761,0.5600300046406537,0.713925368151309,0.5259815699494058,0.635201657437094,0.5156015183624216,0.8546189259423449,0.6647361115191088,0.7567697726455601,0.8481464231666223,0.8728826442762168,0.874038768485906,0.4113206016472015,0.8264694364841979
1662.47344048,0.8964577979807601,0.8180728496080117,0.903831246030049,0.7356475994196022,0.46761199348848304,0.4986167338330254,0.8714789306671149,0.42822336886131657,0.26572597064434145,0.3782676288964472,0.6938634793425537,0.8314712419731225,0.3323827814892706,0.44908844905494044,0.9285972873184801,0.6279526100685928,0.5602465813088867,0.7125697840438847,0.5268223533248884,0.6368090984204445,0.516513092947092,0.8515062457763158,0.6661164985391383,0.755782862505039,0.8452441215736352,0.8730096237672677,0.8755050012459871,0.4126590017868095,0.8270210638369663
1670.05561049,0.8969919603378829,0.8214369560494572,0.9099448383303433,0.7360346725134159,0.4683698642096575,0.5009293705838284,0.8677635874280039,0.4295746362661968,0.2609632763255207,0.3804079559464167,0.6998157603985308,0.8312772276891817,0.3324263183069355,0.45148207226813586,0.9275810078388965,0.6299360679373368,0.5628423445964847,0.711636560814644,0.5264995274524384,0.6367466599436489,0.5171084905742387,0.8520284474930818,0.6658830360171752,0.7494450145319342,0.8412394768222251,0.8738034726276486,0.8757555942930364,0.4114377641002389,0.8290006614900162
1678.16902352,0.898382186920429,0.8173859190929476,0.9074574462836945,0.7352143957479605,0.4661515446927412,0.5059748564960312,0.8657387019134977,0.4293052149090752,0.2550525160858847,0.3836062962367351,0.7063947844479528,0.8295362927975085,0.33200466213860663,0.4510605707877684,0.929286685483278,0.6304966702483428,0.5620277076618012,0.7091878525189809,0.5273121993862706,0.639009914050813,0.5181086354796777,0.8499944415274908,0.6672253961148225,0.7446026051072947,0.8356318745001796,0.8714909619889263,0.8711887106604167,0.4110033435438307,0.825753051036914
1686.55255666,0.8968011673719641,0.8151806311818153,0.906601757277757,0.735967519361338,0.46557262068930183,0.5090512651725462,0.8636195715359374,0.4305026466375853,0.25046234907243164,0.3872445035261874,0.7077349117528102,0.8315763561625715,0.3324459965371088,0.4528591425555709,0.9256892301423465,0.6317276848939348,0.5652852189700589,0.7129668662019744,0.5280015144365267,0.6379156509624249,0.5186541632123123,0.8502150582712358,0.6669794572702039,0.7396420242272357,0.8327126550967292,0.8658098945540775,0.8734324444330427,0.4119208178692817,0.8214926796562045
1694.9652068,0.898097043082609,0.8160654597223361,0.9080625850612398,0.7348933197663824,0.46476985303674406,0.5155729400833544,0.8565314596770225,0.42864206963216933,0.2439165561337944,0.39048332208387676,0.7095470702026938,0.8321860234077612,0.3319181164790251,0.453643318870892,0.9257131694812091,0.6297787342431082,0.5673581456346866,0.7103028012412604,0.5289861977527492,0.6372398019240487,0.5179383393967574,0.8513127882517114,0.6678835332240601,0.7339783213576997,0.8241196978096998,0.86212774229604,0.8724594769167137,0.4107164525193817,0.8229633242155733
1703.40698655,0.8959272936158303,0.8143559126644686,0.9049514206614544,0.7367521736466645,0.4621431584468289,0.5215923648943075,0.8493517901030789,0.4266239892903645,0.2389125845436389,0.3919787934607865,0.7124776569697359,0.8365150579491717,0.3321438289011564,0.45673826925659167,0.9264071551708115,0.6342536459473653,0.567762467936766,0.7107374906136787,0.5301501501664329,0.6376575873252501,0.5187769025424854,0.8430696713883478,0.6719690048329711,0.725313562815375,0.8207107158969846,0.846328878598954,0.8773996950789523,0.4116315546483657,0.8173122710993319
1711.87790799,0.8961166042283912,0.8145766610271636,0.907254957159572,0.7327776925411542,0.460617631806728,0.5271287728385367,0.8423892612677993,0.42592241484665333,0.2346921115116543,0.39594577561114563,0.714673577326903,0.833965438440141,0.333876840543483,0.4588315905534195,0.9262123081664049,0.6353074254990242,0.5675016021578881,0.7096001902202215,0.5283973324703972,0.6389557434840468,0.5190068260822004,0.8419339466631041,0.6698447876272079,0.7155675745238189,0.8134264019004507,0.8278340075245603,0.8756792959828145,0.4113674518281347,0.8170520567432412
1720.37798277,0.8969890093591892,0.8094501863302979,0.9086977390314833,0.7334356768824597,0.45810372132700594,0.5303818128694624,0.8341628079015714,0.42769051458658025,0.2305798137101929,0.40040855323684665,0.7202019543259293,0.8328246119752256,0.3349810770216786,0.46018891943288315,0.9234517216513926,0.6391573770044153,0.5684049782634782,0.7068148668512334,0.5301299249050704,0.6349383900931579,0.5176867919917305,0.8381764936276228,0.670810269069868,0.7004632383607765,0.8019348964299519,0.8118688509908982,0.8742214393862139,0.4134228081383945,0.816175661286345
1728.90722205,0.8948110167261596,0.8119875228474747,0.9065884120790297,0.7324594305809699,0.4564204220051327,0.5356502071250412,0.8152115687663342,0.42676377872280563,0.22585521214265833,0.40197019874197587,0.7230131727814649,0.8330703992404517,0.335185341075134,0.46066395511800373,0.9162877116219336,0.6397975522816302,0.5698540985251563,0.7083481165651029,0.5303830879499064,0.6350853289005562,0.5183443360245016,0.8325445132009957,0.6700103079242787,0.6832011956132475,0.7853156323848622,0.795619138138754,0.874882813615584,0.4143438914152807,0.8176329607741302
1737.46563653,0.8977166444010716,0.8120196402980261,0.9125403432279791,0.7326354115252924,0.45166158043414584,0.5404357233189486,0.8014333550645126,0.42529379643353254,0.22191925684471,0.404480087550341,0.723998032215608,0.8337476005941018,0.3332267296804597,0.46090072999353,0.9205979872838176,0.6404071310693883,0.5701165890405715,0.7057552420856023,0.5297952593734689,0.6337771173772165,0.5200250412286813,0.8301875204761135,0.6732636668248951,0.6610055637504566,0.7740395785040591,0.7770476970558082,0.8698048064545664,0.4184912874200079,0.8121943368635479
1746.04891596,0.8964699624690112,0.8073519742011048,0.9102190660591187,0.7319880946987972,0.44984477092272085,0.5466440753878922,0.7802380146795821,0.4258624278101363,0.2177759823135002,0.4078108330342026,0.7246465735659773,0.8297720845748756,0.33427412640470233,0.4631624048976057,0.9174652974307564,0.6424300803065845,0.5734019143586688,0.7032869232236258,0.5304692230359812,0.631994380317608,0.5197527686109171,0.8238322956409875,0.6706076120076825,0.6401081663526509,0.7627207424963856,0.7613893201295541,0.8687617496838231,0.42134990881184875,0.8108489471464115
